topic,model,condition,condition_label,word_count,relevance,reason,error_records,minor,major,erroneous_units,assessed_units,uncertain_units,skipped_units,error_details,report
redox reactions,llama-4-maverick,Tamil prompt / Tamil response,Tamil prompt / Tamil response,128,on_topic,"The response directly explains redox reactions in Tamil, covering classic definitions of oxidation and reduction, illustrative chemical reactions, and their coupled nature.",0,0,0,0,4,0,0,[],ch-4_redox_reactions/tamil-native/evaluation/llama-4-maverick__0de945498fd3/results.md
redox reactions,gemini-3.8-flash,English prompt / Hindi response,English prompt / Hindi response,520,on_topic,"The response provides a comprehensive and accurate high-school-level explanation of redox reactions in Hindi, covering definition, classical and modern concepts, mnemonics, an illustrative worked example with oxidizing/reducing agents, real-world everyday examples, and a summary.",0,0,0,0,10,0,0,[],ch-4_redox_reactions/hindi-english/evaluation/gemini-3.8-flash__d7bab2e8ee6a/results.md
redox reactions,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,336,on_topic,"The response provides a comprehensive and accurate explanation of redox reactions in Hindi, including definitions, electron transfer, oxidizing and reducing agents, oxidation number rules, and everyday examples.",0,0,0,0,13,0,0,[],ch-4_redox_reactions/hindi-english/evaluation/claude-sonnet-5__cea8c6599a4d/results.md
redox reactions,llama-4-maverick,Hindi prompt / Hindi response,Hindi prompt / Hindi response,293,on_topic,"The response directly explains redox reactions in Hindi, covering the definition, oxidation and reduction processes, a worked example with oxidation states, key characteristics, types of redox reactions, and a summary.",0,0,0,0,6,0,0,[],ch-4_redox_reactions/hindi-native/evaluation/llama-4-maverick__dd933cedf847/results.md
redox reactions,gpt-5.6-terra,French prompt / French response,French prompt / French response,660,on_topic,"The entire response directly and accurately explains redox reactions, covering definitions, electron transfers, oxidants and reductants, worked reaction examples, redox couples, oxidation numbers, daily life examples, and identification procedures.",0,0,0,0,17,0,0,[],ch-4_redox_reactions/french-native/evaluation/gpt-5.6-terra__7dd6e7598291/results.md
covalent radius,grok-4.3,English prompt / Arabic response,English prompt / Arabic response,78,on_topic,"The explanation directly addresses the requested topic of covalent radius, covering its definition, an example calculation with chlorine, and periodic trends.",0,0,0,0,3,0,0,[],ch-5_covalent_radius/arabic-english/evaluation/grok-4.3__7d3130f113fe/results.md
covalent radius,gpt-5.6-terra,English prompt / Arabic response,English prompt / Arabic response,203,on_topic,"The response directly explains covalent radius in Arabic, covering its definition and formula, an illustrative worked example (Cl2), the rationale behind measuring atomic size this way, periodic table trends, the effect of bond multiplicity, and a closing summary.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/arabic-english/evaluation/gpt-5.6-terra__df78f263dafb/results.md
redox reactions,grok-4.3,Hindi prompt / Hindi response,Hindi prompt / Hindi response,409,on_topic,"The response directly and comprehensively explains redox reactions at a high school level, covering definitions, electron transfer, oxidation states, everyday examples, and practice questions.",0,0,0,0,11,0,0,[],ch-4_redox_reactions/hindi-native/evaluation/grok-4.3__ac9037b21d43/results.md
covalent radius,claude-sonnet-5,English prompt / Arabic response,English prompt / Arabic response,233,on_topic,"The entire response directly addresses the requested topic of covalent radius in high-school chemistry, providing its definition, formula, worked example, governing factors, periodic table trends, and rationale.",0,0,0,0,7,0,0,[],ch-5_covalent_radius/arabic-english/evaluation/claude-sonnet-5__b5d1714ba065/results.md
redox reactions,grok-4.3,English prompt / Hindi response,English prompt / Hindi response,354,on_topic,"The response directly and thoroughly explains redox reactions in Hindi for a high school level, covering basic definitions of oxidation and reduction, real-world and classroom examples, oxidation numbers, and oxidizing/reducing agents.",0,0,0,0,11,0,0,[],ch-4_redox_reactions/hindi-english/evaluation/grok-4.3__a461646e522d/results.md
covalent radius,llama-4-maverick,English prompt / Arabic response,English prompt / Arabic response,178,on_topic,"The response directly and comprehensively explains covalent radius in Arabic, including its definition, an example calculation, factors affecting it, and its applications.",1,1,0,1,4,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'Definition and basic concept of covalent radius', 'passage_ids': ['p2', 'p3'], 'description': ""Passage p2 incorrectly describes covalent radius as 'half the radius between the nuclei of two atoms' (نصف القطر بين نواتي ذرتين), and the definition fails to specify that the two bonded atoms must be identical (homonuclear) for the covalent radius of the element to equal half of the bond length."", 'correction': 'The covalent radius is half the internuclear distance between two identical atoms joined by a covalent bond (نصف المسافة بين نواتي ذرتين متماثلتين مرتبطتين برابطة تساهمية).', 'severity': 'minor'}]",ch-5_covalent_radius/arabic-english/evaluation/llama-4-maverick__778404ba11cb/results.md
redox reactions,gpt-5.6-terra,Hindi prompt / Hindi response,Hindi prompt / Hindi response,560,on_topic,"The explanation thoroughly introduces oxidation-reduction reactions, covering definitions (electron transfer, oxygen/hydrogen transfer, oxidation numbers), half-reactions, oxidizing and reducing agents, everyday examples, and review points in Hindi for high school level.",0,0,0,0,15,0,0,[],ch-4_redox_reactions/hindi-native/evaluation/gpt-5.6-terra__8a7baf93744f/results.md
covalent radius,claude-sonnet-5,Arabic prompt / Arabic response,Arabic prompt / Arabic response,198,on_topic,"The response directly and comprehensively explains covalent radius in Arabic, covering its definition, calculation formula, rationale, periodic table trends, an illustrative example, and distinctions from other types of atomic radii.",0,0,0,0,5,0,0,[],ch-5_covalent_radius/arabic-native/evaluation/claude-sonnet-5__100a6a04dbc9/results.md
covalent radius,llama-4-maverick,Arabic prompt / Arabic response,Arabic prompt / Arabic response,60,on_topic,"The response directly addresses the requested topic by defining the covalent radius, noting how multiple bonds affect it, and explaining its applications in determining bond length and atomic size.",0,0,0,0,1,0,0,[],ch-5_covalent_radius/arabic-native/evaluation/llama-4-maverick__0a6167adc3dd/results.md
redox reactions,claude-sonnet-5,Hindi prompt / Hindi response,Hindi prompt / Hindi response,398,on_topic,"The response provides a comprehensive introductory explanation of redox reactions, addressing definitions, electron transfer mechanisms, mnemonics, worked reactions, agent identification, oxidation states, and everyday applications.",0,0,0,0,13,0,0,[],ch-4_redox_reactions/hindi-native/evaluation/claude-sonnet-5__aa9e1966e0c4/results.md
covalent radius,gemini-3.8-flash,Arabic prompt / Arabic response,Arabic prompt / Arabic response,352,on_topic,"The text directly and thoroughly covers the concept of covalent radius, including the rationale behind measuring atomic radius via covalent bonding, its formal definition and formula, a worked example with chlorine, periodic trends, and a summary.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/arabic-native/evaluation/gemini-3.8-flash__ce11780bdce2/results.md
covalent radius,grok-4.3,Arabic prompt / Arabic response,Arabic prompt / Arabic response,220,on_topic,"The response accurately and directly explains the covalent radius, its definition, calculation with an example, significance, dependence on bond order, and periodic trends for a secondary school chemistry level.",0,0,0,0,5,0,0,[],ch-5_covalent_radius/arabic-native/evaluation/grok-4.3__038d74e8df44/results.md
covalent radius,gemini-3.8-flash,English prompt / Arabic response,English prompt / Arabic response,333,on_topic,"The response directly addresses covalent radius, explaining why atomic radius cannot be measured directly for isolated atoms, defining covalent radius both qualitatively and mathematically, demonstrating it with a diatomic chlorine example, explaining periodic trends across groups and periods, and providing an intuitive analogy.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/arabic-english/evaluation/gemini-3.8-flash__6e8222a70f9d/results.md
covalent radius,llama-4-maverick,English prompt / Bengali response,English prompt / Bengali response,383,on_topic,"The response accurately and clearly explains covalent radius in Bengali, covering its definition in homonuclear molecules, calculation in heteronuclear compounds, worked examples, periodic trends, and distinction from isolated atomic radius.",0,0,0,0,7,0,0,[],ch-5_covalent_radius/bengali-english/evaluation/llama-4-maverick__30a8c7daf232/results.md
covalent radius,claude-sonnet-5,English prompt / Bengali response,English prompt / Bengali response,198,on_topic,"The response explains the definition, analogy, formula, examples, periodic trends, and a memory tip for covalent radius in Bengali.",1,1,0,1,7,0,0,"[{'content_unit_id': 'u6', 'content_unit_label': 'Properties and periodic trends of covalent radius', 'passage_ids': ['p21'], 'description': ""The table states that covalent radius is applicable only to bonds between two atoms of the same element ('শুধুমাত্র একই মৌলের দুটি পরমাণুর মধ্যে বন্ধনের জন্য প্রযোজ্য'). While the simple halving formula (d/2) directly applies to homonuclear diatomic bonds, covalent radii apply to and are used in heteronuclear covalent bonds as well (e.g., d_AB ≈ r_A + r_B)."", 'correction': 'Covalent radius is applicable to both homonuclear and heteronuclear covalent bonds; the formula r = d/2 applies specifically to homonuclear bonds, whereas in heteronuclear bonds the bond length is approximately the sum of the covalent radii of the two atoms.', 'severity': 'minor'}]",ch-5_covalent_radius/bengali-english/evaluation/claude-sonnet-5__946201b94b4f/results.md
covalent radius,grok-4.3,English prompt / Bengali response,English prompt / Bengali response,154,on_topic,"The response accurately addresses the requested topic of covalent radius in Bengali, providing its definition, formula, a worked example with chlorine, its significance, and a summary formula.",1,1,0,1,4,0,0,"[{'content_unit_id': 'u2', 'content_unit_label': 'Calculation of covalent radius in Cl₂ and other homonuclear molecules', 'passage_ids': ['p10'], 'description': 'The passage implies that the standard covalent radius can be determined in the same way (by halving the bond length) for O₂ and N₂. However, standard covalent radius is defined for single covalent bonds, whereas O₂ has a double bond (O=O) and N₂ has a triple bond (N≡N). Halving their bond lengths yields multiple-bond covalent radii rather than standard single-bond covalent radii.', 'correction': 'Clarify that for elements like oxygen and nitrogen, standard single-bond covalent radii are determined from single-bonded molecules (such as H₂O₂ or N₂H₄), not directly from O₂ and N₂ without accounting for bond multiplicity.', 'severity': 'minor'}]",ch-5_covalent_radius/bengali-english/evaluation/grok-4.3__ea5e34564d85/results.md
covalent radius,claude-sonnet-5,English prompt / English response,English prompt / English response,290,on_topic,"The response directly explains covalent radius, including its definition, formula, worked calculation examples, physical rationale, periodic trends, and key characteristics.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/english/evaluation/claude-sonnet-5__9ac739c656ae/results.md
covalent radius,gemini-3.8-flash,English prompt / English response,English prompt / English response,530,on_topic,"The entire response directly addresses covalent radius, explaining why it is needed, how it is defined and calculated, an example with chlorine, an analogy, its periodic trends, and a summary.",0,0,0,0,8,0,0,[],ch-5_covalent_radius/english/evaluation/gemini-3.8-flash__91b32aee2654/results.md
covalent radius,gpt-5.6-terra,English prompt / English response,English prompt / English response,263,on_topic,"The response directly and thoroughly explains covalent radius, including its definition, an illustrative calculation with chlorine, periodic trends, and the effect of bond order.",0,0,0,0,5,0,0,[],ch-5_covalent_radius/english/evaluation/gpt-5.6-terra__d0cce1c61c1a/results.md
covalent radius,grok-4.3,English prompt / English response,English prompt / English response,272,on_topic,"The text directly explains the concept of covalent radius, how it is determined from bond lengths, worked and illustrative examples, its role in predicting molecular properties, and periodic trends.",1,1,0,1,5,0,0,"[{'content_unit_id': 'u3', 'content_unit_label': 'Illustrative covalent radii for hydrogen and oxygen', 'passage_ids': ['p8'], 'description': ""The passage states that for oxygen in O₂, the covalent radius is about 66 pm, and for hydrogen in H₂, it is about 31 pm. In O₂, the oxygen atoms share a double bond (~121 pm), so half the internuclear distance is ~60.5 pm. The value of 66 pm corresponds to oxygen's single-bond covalent radius. Similarly, half the bond length in H₂ (74 pm) is 37 pm, whereas 31 pm is an empirical average across various compounds."", 'correction': 'In O₂, the double-bond length is approximately 121 pm (giving ~60.5 pm); the single-bond covalent radius of ~66 pm is obtained from single bonds (e.g., in peroxides). For H₂, half the 74 pm bond length is 37 pm.', 'severity': 'minor'}]",ch-5_covalent_radius/english/evaluation/grok-4.3__24ff8befd38a/results.md
covalent radius,llama-4-maverick,English prompt / English response,English prompt / English response,345,on_topic,"The response directly and clearly explains the definition, measurement, significance, and application of covalent radius in chemistry.",0,0,0,0,5,0,0,[],ch-5_covalent_radius/english/evaluation/llama-4-maverick__346f602cb72e/results.md
covalent radius,claude-sonnet-5,Bengali prompt / Bengali response,Bengali prompt / Bengali response,207,on_topic,"The response provides an accurate high school-level explanation of covalent radius in Bengali, covering its definition, an illustrative example with Cl2, the rationale behind the definition, applicability conditions, periodic trends, and a memory tip.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/bengali-native/evaluation/claude-sonnet-5__1c0a815dfb7d/results.md
covalent radius,grok-4.3,Bengali prompt / Bengali response,Bengali prompt / Bengali response,248,on_topic,"The response clearly explains the definition, calculation examples, significance, and periodic trends of covalent radius in Bengali for a high school audience.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/bengali-native/evaluation/grok-4.3__01514885efa3/results.md
covalent radius,llama-4-maverick,Bengali prompt / Bengali response,Bengali prompt / Bengali response,125,on_topic,The response accurately defines covalent radius and provides standard chemical examples (hydrogen and chlorine molecules) to illustrate its calculation.,0,0,0,0,3,0,0,[],ch-5_covalent_radius/bengali-native/evaluation/llama-4-maverick__0dee218449fa/results.md
covalent radius,gpt-5.6-terra,Bengali prompt / Bengali response,Bengali prompt / Bengali response,230,on_topic,"The response explains covalent radius thoroughly and accurately in Bengali, covering its definition, calculation formula with a worked example, the reason for the term, and trends across periods and down groups.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/bengali-native/evaluation/gpt-5.6-terra__cfc0c0481d75/results.md
covalent radius,gemini-3.8-flash,Bengali prompt / Bengali response,Bengali prompt / Bengali response,453,on_topic,"The response directly and thoroughly explains covalent radius, covering why isolated atomic radius cannot be directly measured, the concept of measuring internuclear distance in a covalent bond, the formal definition and formula, a worked chlorine example, periodic trends, and a summary recap.",0,0,0,0,7,0,0,[],ch-5_covalent_radius/bengali-native/evaluation/gemini-3.8-flash__e210310b6fa1/results.md
redox reactions,gemini-3.8-flash,Hindi prompt / Hindi response,Hindi prompt / Hindi response,591,on_topic,"The explanation thoroughly and accurately covers redox reactions, including definitions based on oxygen/hydrogen and electron transfer, oxidizing and reducing agents, a worked reaction example, everyday life applications, and helpful mnemonics.",0,0,0,0,14,0,0,[],ch-4_redox_reactions/hindi-native/evaluation/gemini-3.8-flash__cad353ff4ce2/results.md
covalent radius,gpt-5.6-terra,English prompt / Bengali response,English prompt / Bengali response,231,on_topic,"The explanation defines covalent radius, presents its mathematical formula, provides a worked calculation using chlorine, explains why atomic radius is an approximate measurement, details periodic trends across periods and groups, and discusses the effect of bond order.",0,0,0,0,7,0,0,[],ch-5_covalent_radius/bengali-english/evaluation/gpt-5.6-terra__1627088f3a7f/results.md
covalent radius,grok-4.3,English prompt / French response,English prompt / French response,262,on_topic,"The response clearly and thoroughly addresses the covalent radius, providing its definition, calculation formula, a worked example using dichlorine, its utility, and its periodic trends.",1,1,0,1,5,0,0,"[{'content_unit_id': 'u4', 'content_unit_label': 'Periodic trends of covalent radius', 'passage_ids': ['p11'], 'description': 'The phrasing « D’une période à l’autre (de gauche à droite) » is contradictory because moving left to right occurs within a single period (horizontally), not between different periods (which would be vertical).', 'correction': ""Use « Le long d’une période (de gauche à droite) » or « Au sein d'une période (de gauche à droite) »."", 'severity': 'minor'}]",ch-5_covalent_radius/french-english/evaluation/grok-4.3__2befe244ca67/results.md
covalent radius,gpt-5.6-terra,Arabic prompt / Arabic response,Arabic prompt / Arabic response,222,on_topic,"The entire response is dedicated to explaining covalent radius for a secondary school student, including its qualitative definition, operational calculation, a worked example, the rationale for its use, periodic trends, variation with bond multiplicity, and a summary recap.",0,0,0,0,8,0,0,[],ch-5_covalent_radius/arabic-native/evaluation/gpt-5.6-terra__7d71dd23b8f3/results.md
covalent radius,claude-sonnet-5,English prompt / French response,English prompt / French response,222,on_topic,"The response directly and thoroughly addresses the covalent radius, including its definition, formula, a concrete worked example with chlorine, its significance, periodic table trends with explanations, a summary schematic, and an analogy.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/french-english/evaluation/claude-sonnet-5__601687d4f341/results.md
covalent radius,gemini-3.8-flash,English prompt / Bengali response,English prompt / Bengali response,338,on_topic,"The response directly addresses the requested topic of covalent radius in Bengali, explaining its definition, an intuitive physical analogy, calculation method with a worked example, periodic trends across periods and groups, and key qualifying conditions.",1,1,0,1,6,0,0,"[{'content_unit_id': 'u6', 'content_unit_label': 'Necessary conditions for defining single-bond covalent radius', 'passage_ids': ['p28'], 'description': 'O2 is cited as an example of a molecule satisfying the requirements for single-bond covalent radius measurement, but O2 contains a double covalent bond rather than a single bond.', 'correction': 'Replace O2 with a single-bonded homonuclear diatomic molecule such as F2, Br2, or I2.', 'severity': 'minor'}]",ch-5_covalent_radius/bengali-english/evaluation/gemini-3.8-flash__dde0b6b3d321/results.md
covalent radius,gpt-5.6-terra,English prompt / French response,English prompt / French response,248,on_topic,"The response provides a clear, high-school-level explanation of the covalent radius, including its definition, formula, illustrative calculations, periodic trends, and physical limitations.",0,0,0,0,7,0,0,[],ch-5_covalent_radius/french-english/evaluation/gpt-5.6-terra__2700e71aeb6a/results.md
covalent radius,gemini-3.8-flash,English prompt / French response,English prompt / French response,499,on_topic,"The response clearly and thoroughly explains the covalent radius, its measurement, a calculation example, and periodic trends in French as requested.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/french-english/evaluation/gemini-3.8-flash__e8252c9982d5/results.md
covalent radius,llama-4-maverick,English prompt / French response,English prompt / French response,363,on_topic,"The response directly explains covalent radius in French, covering its definition, calculation with an example, significance, periodic trends, and applications.",1,0,1,1,6,0,0,"[{'content_unit_id': 'u4', 'content_unit_label': 'Periodic trends of covalent radius', 'passage_ids': ['p11', 'p12'], 'description': ""The passage conflates 'période' and 'groupe': p11 describes moving down a column (group) due to added electron shells but labels it 'La période' and says 'descend dans une période'. Conversely, p12 describes moving left to right across a row (period) due to increased nuclear charge but labels it 'Le groupe' and says 'se déplace de gauche à droite dans un groupe'."", 'correction': ""Dans le tableau périodique, les colonnes sont appelées groupes (ou familles) et les lignes horizontales sont appelées périodes. Le rayon covalent augmente lorsque l'on descend le long d'un groupe (ajout de couches électroniques) et diminue lorsque l'on va de gauche à droite le long d'une période (augmentation de la charge nucléaire effective)."", 'severity': 'major'}]",ch-5_covalent_radius/french-english/evaluation/llama-4-maverick__3156d1bd8bd4/results.md
covalent radius,grok-4.3,French prompt / French response,French prompt / French response,342,on_topic,"The response directly and accurately explains the concept of covalent radius to a high school student, including its definition, an illustrative calculation, its utility, distinctions from other radii, units of measurement, and periodic trends.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/french-native/evaluation/grok-4.3__ac448eec0d70/results.md
covalent radius,gemini-3.8-flash,French prompt / French response,French prompt / French response,455,on_topic,"The response clearly and accurately explains the concept of covalent radius to a high school student, addressing why isolated atomic radii cannot be directly measured, how covalent radii are defined and calculated from homonuclear bond lengths, an explanatory analogy, periodic trends, and units of measurement.",0,0,0,0,5,0,0,[],ch-5_covalent_radius/french-native/evaluation/gemini-3.8-flash__178f39154a61/results.md
covalent radius,llama-4-maverick,French prompt / French response,French prompt / French response,379,on_topic,"The response directly and accurately explains the concept of covalent radius in chemistry, including its definition, determination method, a concrete worked example with dichlorine, and its importance.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/french-native/evaluation/llama-4-maverick__30af5b71b781/results.md
covalent radius,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,283,on_topic,"The entire response explains covalent radius in Hindi, covering its definition, formula, worked examples (Cl2 and H2), periodic trends, significance, and a memory aid.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/hindi-english/evaluation/claude-sonnet-5__0110143e683b/results.md
covalent radius,llama-4-maverick,English prompt / Hindi response,English prompt / Hindi response,234,on_topic,"The response explains the concept, operational definition, calculation example, and significance of covalent radius in Hindi as requested.",1,1,0,1,4,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'Definition of covalent radius', 'passage_ids': ['p3'], 'description': 'Covalent radius is defined as half of the internuclear distance between two covalently bonded atoms of the same element, not directly as the distance from a nucleus to its outermost electron (which has no fixed boundary in a bonded state).', 'correction': 'कोवैलेंट त्रिज्या को एकल सहसंयोजक बंध द्वारा जुड़े दो समान परमाणुओं के नाभिकों के बीच की दूरी (बंधन लंबाई) के आधे के रूप में परिभाषित किया जाता है।', 'severity': 'minor'}]",ch-5_covalent_radius/hindi-english/evaluation/llama-4-maverick__4683abdafc6f/results.md
covalent radius,gpt-5.6-terra,English prompt / Hindi response,English prompt / Hindi response,223,on_topic,"The response directly and thoroughly explains covalent radius in Hindi, covering its definition, formula, a worked example with chlorine, periodic trends, and boundaries of application.",0,0,0,0,5,0,0,[],ch-5_covalent_radius/hindi-english/evaluation/gpt-5.6-terra__cd290e5fbb81/results.md
covalent radius,claude-sonnet-5,English prompt / Tamil response,English prompt / Tamil response,168,on_topic,"The response accurately and directly explains the concept of covalent radius in Tamil, covering its definition, formula, a worked example with chlorine, limitations, periodic trend, and importance.",0,0,0,0,7,0,0,[],ch-5_covalent_radius/tamil-english/evaluation/claude-sonnet-5__242fa5ea20ef/results.md
covalent radius,gemini-3.8-flash,English prompt / Tamil response,English prompt / Tamil response,285,on_topic,"The response directly and thoroughly explains covalent radius in Tamil, covering its definition, formula, illustrative analogy, worked chemical calculation for chlorine, periodic trends, and the rationale behind measuring it via bonded atoms.",0,0,0,0,5,0,0,[],ch-5_covalent_radius/tamil-english/evaluation/gemini-3.8-flash__605cb3b49190/results.md
covalent radius,gpt-5.6-terra,English prompt / Tamil response,English prompt / Tamil response,171,on_topic,"The response directly and thoroughly explains covalent radius in Tamil, addressing definition, formula, example calculation, significance, and periodic trends.",0,0,0,0,8,0,0,[],ch-5_covalent_radius/tamil-english/evaluation/gpt-5.6-terra__c3572b379b71/results.md
covalent radius,grok-4.3,English prompt / Tamil response,English prompt / Tamil response,148,on_topic,"The response accurately and directly explains covalent radius in Tamil, covering its definition, calculation examples (Cl2 and H2), and key properties.",0,0,0,0,4,0,0,[],ch-5_covalent_radius/tamil-english/evaluation/grok-4.3__43a66f17047c/results.md
covalent radius,llama-4-maverick,English prompt / Tamil response,English prompt / Tamil response,129,on_topic,"The response directly explains the concept of covalent radius in Tamil, including its definition for homonuclear and heteronuclear molecules with illustrative examples.",1,1,0,1,1,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'Explanation of covalent radius and its calculation', 'passage_ids': ['p1'], 'description': ""The passage states that if the internuclear distance in O2 is 144 pm, the covalent radius of oxygen is 74 pm ('ஆக்சிஜன் மூலக்கூறில் (O2) ஆக்சிஜன் அணுக்களுக்கு இடையே உள்ள தொலைவு 144 பிகோமீட்டர் என்றால், ஆக்சிஜனின் பகிர்வு ஆரம் 74 பிகோமீட்டர்'). Half of 144 is 72, not 74. Additionally, O2 has a double bond with a bond length of ~121 pm, rather than 144 pm."", 'correction': 'Half of 144 pm is 72 pm, not 74 pm. Furthermore, the bond length in an oxygen molecule (O2) is approximately 121 pm; a single O-O bond (such as in hydrogen peroxide, H2O2) is ~148 pm, giving a single-bond covalent radius of ~73–74 pm (or ~66 pm depending on the reference scale).', 'severity': 'minor'}]",ch-5_covalent_radius/tamil-english/evaluation/llama-4-maverick__9eeb3f140071/results.md
covalent radius,claude-sonnet-5,Tamil prompt / Tamil response,Tamil prompt / Tamil response,207,off_topic,"The prompt requested an explanation of covalent radius (சகப்பிணைப்பு ஆரம்). However, the response completely confuses covalent radius with covalent bonding (treating 'சகப்பிணைப்பு ஆரம்' as synonymous with 'Covalent Bond'). It explains electron sharing, the octet rule, single/double/triple bonds, and covalent compound properties, without addressing covalent radius or atomic size at all.",0,0,0,0,0,0,10,[],ch-5_covalent_radius/tamil-native/evaluation/claude-sonnet-5__29708a77b2e4/results.md
covalent radius,gemini-3.8-flash,Tamil prompt / Tamil response,Tamil prompt / Tamil response,278,on_topic,"The response directly and thoroughly explains covalent radius, including why it is needed, its formal definition and formula, a worked calculation for the chlorine molecule, its trends across periods and down groups in the periodic table, and a summary recap.",0,0,0,0,5,0,0,[],ch-5_covalent_radius/tamil-native/evaluation/gemini-3.8-flash__c2233591d89e/results.md
covalent radius,gpt-5.6-terra,Tamil prompt / Tamil response,Tamil prompt / Tamil response,198,on_topic,"The response directly and thoroughly explains covalent radius for a high school student, covering its definition, analogy, a worked calculation with chlorine, significance, periodic trends, and key caveats.",0,0,0,0,9,0,0,[],ch-5_covalent_radius/tamil-native/evaluation/gpt-5.6-terra__8588d8257b97/results.md
covalent radius,grok-4.3,Tamil prompt / Tamil response,Tamil prompt / Tamil response,223,on_topic,"The response directly and thoroughly explains covalent radius, including its definition, analogy, calculation examples (Cl2 and H2), purpose, and trends in the periodic table.",0,0,0,0,7,0,0,[],ch-5_covalent_radius/tamil-native/evaluation/grok-4.3__a7e95950621a/results.md
covalent radius,llama-4-maverick,Tamil prompt / Tamil response,Tamil prompt / Tamil response,160,on_topic,"The response directly and thoroughly explains covalent radius, including its definition, calculation for homonuclear and heteronuclear molecules, concrete examples (H2, Cl2, C-Cl), and variation with bond order.",0,0,0,0,1,0,0,[],ch-5_covalent_radius/tamil-native/evaluation/llama-4-maverick__3c35543a1b39/results.md
covalent radius,gemini-3.8-flash,English prompt / Hindi response,English prompt / Hindi response,441,on_topic,"The entire response directly explains the concept of covalent radius in Hindi, including its definition, formula, an everyday analogy, an example calculation with Cl2, periodic trends, and a summary.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/hindi-english/evaluation/gemini-3.8-flash__1ac0218dd2fc/results.md
covalent radius,gpt-5.6-terra,French prompt / French response,French prompt / French response,323,on_topic,"The text explains covalent radius in French, detailing its definition, formula, a calculation example using dihydrogen, trends in the periodic table, dependence on bond multiplicity, and a final recap.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/french-native/evaluation/gpt-5.6-terra__ab2abd3b995d/results.md
covalent radius,claude-sonnet-5,Hindi prompt / Hindi response,Hindi prompt / Hindi response,251,on_topic,"The response directly and thoroughly explains covalent radius, including its definition, formula, illustrative worked examples (Cl2 and H2), an everyday analogy, periodic trends, and key characteristics.",0,0,0,0,7,0,0,[],ch-5_covalent_radius/hindi-native/evaluation/claude-sonnet-5__bde25a0c1167/results.md
covalent radius,grok-4.3,Hindi prompt / Hindi response,Hindi prompt / Hindi response,389,on_topic,"The response directly explains covalent radius in Hindi for high school level, covering its definition, calculation examples, measurement methods, periodic trends, and comparison with other atomic radii.",1,1,0,1,8,0,0,"[{'content_unit_id': 'u4', 'content_unit_label': 'Calculation of oxygen covalent radius from O2', 'passage_ids': ['p14'], 'description': 'Halving the double-bond length of O2 (121 pm) gives the double-bond covalent radius (60.5 pm), whereas the standard covalent radius of oxygen refers to a single covalent bond (around 66 pm).', 'correction': 'The standard single-bond covalent radius of oxygen is approximately 66 pm (derived from single-bonded molecules like H2O2). In O2, the bond order is 2, so 60.5 pm represents its double-bond covalent radius.', 'severity': 'minor'}]",ch-5_covalent_radius/hindi-native/evaluation/grok-4.3__1fa700d4e127/results.md
covalent radius,gemini-3.8-flash,Hindi prompt / Hindi response,Hindi prompt / Hindi response,410,on_topic,"The response directly explains the concept of covalent radius in Hindi, including its definition, formula, an analogy for orbital overlap, a worked example with chlorine, periodic trends, and its comparison to the size of an isolated atom.",0,0,0,0,6,0,0,[],ch-5_covalent_radius/hindi-native/evaluation/gemini-3.8-flash__f3616d4aa34c/results.md
covalent radius,gpt-5.6-terra,Hindi prompt / Hindi response,Hindi prompt / Hindi response,338,on_topic,"The response directly and thoroughly explains covalent radius in Hindi, covering its definition, formula, a calculation example, the rationale for measuring it, variation with bond order, periodic trends, and distinction from general atomic radius.",0,0,0,0,8,0,0,[],ch-5_covalent_radius/hindi-native/evaluation/gpt-5.6-terra__c24bdb069f4f/results.md
