topic,model,condition,condition_label,word_count,total,CONCEPT,EXAMPLE,ANALOGY,PROCEDURE,STUDY_SUPPORT,CAVEAT,OTHER,source
alkaline earth metals,gpt-5.6-terra,Bengali prompt / Bengali response,Bengali prompt / Bengali response,536,18,15,0,0,0,2,1,0,ch-6_alkaline_earth_metals/bengali-native/gpt-5.6-terra__8d31d7a37346.json
alkaline earth metals,claude-sonnet-5,French prompt / French response,French prompt / French response,257,9,5,3,1,0,0,0,0,ch-6_alkaline_earth_metals/french-native/claude-sonnet-5__1d3214ad7a30.json
alkaline earth metals,claude-sonnet-5,English prompt / French response,English prompt / French response,224,9,6,3,0,0,0,0,0,ch-6_alkaline_earth_metals/french-english/claude-sonnet-5__0c682bde587f.json
alkaline earth metals,gemini-3.8-flash,English prompt / French response,English prompt / French response,560,7,3,3,0,0,1,0,0,ch-6_alkaline_earth_metals/french-english/gemini-3.8-flash__a6b821115777.json
alkaline earth metals,gpt-5.6-terra,French prompt / French response,French prompt / French response,633,13,7,5,0,0,1,0,0,ch-6_alkaline_earth_metals/french-native/gpt-5.6-terra__f36dd63be07d.json
alkaline earth metals,gpt-5.6-terra,English prompt / French response,English prompt / French response,655,13,8,4,0,0,1,0,0,ch-6_alkaline_earth_metals/french-english/gpt-5.6-terra__0ce1eb08132e.json
alkaline earth metals,gemini-3.8-flash,French prompt / French response,French prompt / French response,604,6,3,2,0,0,1,0,0,ch-6_alkaline_earth_metals/french-native/gemini-3.8-flash__f1914249e91e.json
alkaline earth metals,grok-4.3,French prompt / French response,French prompt / French response,439,11,6,3,0,0,2,0,0,ch-6_alkaline_earth_metals/french-native/grok-4.3__7251a7061890.json
alkaline earth metals,llama-4-maverick,English prompt / Hindi response,English prompt / Hindi response,223,7,2,4,0,0,1,0,0,ch-6_alkaline_earth_metals/hindi-english/llama-4-maverick__5652cde20e3a.json
alkaline earth metals,gemini-3.8-flash,English prompt / Hindi response,English prompt / Hindi response,504,8,3,3,0,0,2,0,0,ch-6_alkaline_earth_metals/hindi-english/gemini-3.8-flash__ca42c806e07b.json
alkaline earth metals,claude-sonnet-5,English prompt / Tamil response,English prompt / Tamil response,205,13,6,5,0,0,2,0,0,ch-6_alkaline_earth_metals/tamil-english/claude-sonnet-5__67d5d4622566.json
alkaline earth metals,gemini-3.8-flash,English prompt / Tamil response,English prompt / Tamil response,365,9,4,3,0,0,2,0,0,ch-6_alkaline_earth_metals/tamil-english/gemini-3.8-flash__87dbd24c756c.json
alkaline earth metals,gpt-5.6-terra,English prompt / Tamil response,English prompt / Tamil response,539,15,13,0,0,0,1,1,0,ch-6_alkaline_earth_metals/tamil-english/gpt-5.6-terra__13df4f32312c.json
alkaline earth metals,grok-4.3,English prompt / Tamil response,English prompt / Tamil response,246,10,6,4,0,0,0,0,0,ch-6_alkaline_earth_metals/tamil-english/grok-4.3__b5486845234c.json
alkaline earth metals,llama-4-maverick,English prompt / Tamil response,English prompt / Tamil response,316,11,5,6,0,0,0,0,0,ch-6_alkaline_earth_metals/tamil-english/llama-4-maverick__95e6ef724560.json
alkaline earth metals,claude-sonnet-5,Tamil prompt / Tamil response,Tamil prompt / Tamil response,185,11,4,6,0,0,1,0,0,ch-6_alkaline_earth_metals/tamil-native/claude-sonnet-5__191191fa69a5.json
alkaline earth metals,gemini-3.8-flash,Tamil prompt / Tamil response,Tamil prompt / Tamil response,340,9,4,4,0,0,1,0,0,ch-6_alkaline_earth_metals/tamil-native/gemini-3.8-flash__9fdd1d8641c3.json
alkaline earth metals,llama-4-maverick,Tamil prompt / Tamil response,Tamil prompt / Tamil response,251,23,16,3,0,0,0,4,0,ch-6_alkaline_earth_metals/tamil-native/llama-4-maverick__12863ddf5858.json
alkaline earth metals,llama-4-maverick,French prompt / French response,French prompt / French response,369,7,3,4,0,0,0,0,0,ch-6_alkaline_earth_metals/french-native/llama-4-maverick__6fa81ce2b5ef.json
alkaline earth metals,gemini-3.8-flash,Hindi prompt / Hindi response,Hindi prompt / Hindi response,566,8,3,3,0,0,2,0,0,ch-6_alkaline_earth_metals/hindi-native/gemini-3.8-flash__992ca96ae670.json
vapour phase refining,gemini-3.8-flash,English prompt / Arabic response,English prompt / Arabic response,442,5,1,2,1,0,1,0,0,ch-7_vapour_phase_refining/arabic-english/gemini-3.8-flash__36c068b11a1e.json
alkaline earth metals,llama-4-maverick,Hindi prompt / Hindi response,Hindi prompt / Hindi response,269,6,2,4,0,0,0,0,0,ch-6_alkaline_earth_metals/hindi-native/llama-4-maverick__967fafa115df.json
vapour phase refining,claude-sonnet-5,English prompt / Arabic response,English prompt / Arabic response,299,7,3,2,0,1,1,0,0,ch-7_vapour_phase_refining/arabic-english/claude-sonnet-5__154431f11be6.json
alkaline earth metals,gpt-5.6-terra,English prompt / Hindi response,English prompt / Hindi response,795,18,16,0,0,0,1,1,0,ch-6_alkaline_earth_metals/hindi-english/gpt-5.6-terra__3c6cc19725ad.json
vapour phase refining,grok-4.3,English prompt / Arabic response,English prompt / Arabic response,196,4,2,2,0,0,0,0,0,ch-7_vapour_phase_refining/arabic-english/grok-4.3__e0d0042425a5.json
alkaline earth metals,grok-4.3,English prompt / Hindi response,English prompt / Hindi response,364,12,7,4,0,0,0,1,0,ch-6_alkaline_earth_metals/hindi-english/grok-4.3__f64cccd100df.json
vapour phase refining,llama-4-maverick,English prompt / Arabic response,English prompt / Arabic response,219,4,2,1,0,1,0,0,0,ch-7_vapour_phase_refining/arabic-english/llama-4-maverick__487ee3cad779.json
vapour phase refining,gpt-5.6-terra,English prompt / Arabic response,English prompt / Arabic response,368,5,1,2,0,0,1,1,0,ch-7_vapour_phase_refining/arabic-english/gpt-5.6-terra__8a1bb795dad8.json
alkaline earth metals,claude-sonnet-5,Hindi prompt / Hindi response,Hindi prompt / Hindi response,282,12,4,6,0,0,2,0,0,ch-6_alkaline_earth_metals/hindi-native/claude-sonnet-5__dba268447935.json
vapour phase refining,gemini-3.8-flash,Arabic prompt / Arabic response,Arabic prompt / Arabic response,473,7,1,2,1,1,1,1,0,ch-7_vapour_phase_refining/arabic-native/gemini-3.8-flash__9867037c0262.json
alkaline earth metals,gpt-5.6-terra,Hindi prompt / Hindi response,Hindi prompt / Hindi response,588,12,11,0,0,0,1,0,0,ch-6_alkaline_earth_metals/hindi-native/gpt-5.6-terra__89a2797dccd9.json
vapour phase refining,gemini-3.8-flash,English prompt / Bengali response,English prompt / Bengali response,452,6,2,2,0,1,1,0,0,ch-7_vapour_phase_refining/bengali-english/gemini-3.8-flash__8999378d6b64.json
vapour phase refining,grok-4.3,English prompt / Bengali response,English prompt / Bengali response,239,5,2,2,0,0,1,0,0,ch-7_vapour_phase_refining/bengali-english/grok-4.3__39ebe3f97316.json
vapour phase refining,claude-sonnet-5,English prompt / Bengali response,English prompt / Bengali response,285,5,2,2,0,0,1,0,0,ch-7_vapour_phase_refining/bengali-english/claude-sonnet-5__672314dfb8a9.json
vapour phase refining,llama-4-maverick,English prompt / Bengali response,English prompt / Bengali response,124,2,1,1,0,0,0,0,0,ch-7_vapour_phase_refining/bengali-english/llama-4-maverick__438b413ddd2a.json
vapour phase refining,gemini-3.8-flash,Bengali prompt / Bengali response,Bengali prompt / Bengali response,477,6,1,2,1,0,1,1,0,ch-7_vapour_phase_refining/bengali-native/gemini-3.8-flash__815896e1d899.json
vapour phase refining,claude-sonnet-5,English prompt / English response,English prompt / English response,417,7,3,2,1,0,1,0,0,ch-7_vapour_phase_refining/english/claude-sonnet-5__5886caa71614.json
vapour phase refining,gemini-3.8-flash,English prompt / English response,English prompt / English response,649,7,2,2,1,1,1,0,0,ch-7_vapour_phase_refining/english/gemini-3.8-flash__366a02e5a622.json
vapour phase refining,gpt-5.6-terra,English prompt / English response,English prompt / English response,275,4,1,2,0,0,1,0,0,ch-7_vapour_phase_refining/english/gpt-5.6-terra__7c971b9d9fb3.json
vapour phase refining,grok-4.3,English prompt / English response,English prompt / English response,370,5,2,2,0,1,0,0,0,ch-7_vapour_phase_refining/english/grok-4.3__1d30d2ec01c6.json
vapour phase refining,llama-4-maverick,English prompt / English response,English prompt / English response,315,6,3,2,0,0,1,0,0,ch-7_vapour_phase_refining/english/llama-4-maverick__f519e0928a19.json
alkaline earth metals,grok-4.3,Hindi prompt / Hindi response,Hindi prompt / Hindi response,433,12,6,4,0,0,1,1,0,ch-6_alkaline_earth_metals/hindi-native/grok-4.3__ac11a85423d0.json
alkaline earth metals,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,336,16,9,6,0,0,1,0,0,ch-6_alkaline_earth_metals/hindi-english/claude-sonnet-5__5d3dba5b9cac.json
vapour phase refining,gpt-5.6-terra,English prompt / Bengali response,English prompt / Bengali response,300,5,1,2,0,1,1,0,0,ch-7_vapour_phase_refining/bengali-english/gpt-5.6-terra__1a94d634796b.json
vapour phase refining,gpt-5.6-terra,Bengali prompt / Bengali response,Bengali prompt / Bengali response,401,8,3,2,0,1,2,0,0,ch-7_vapour_phase_refining/bengali-native/gpt-5.6-terra__797ca92af0b9.json
vapour phase refining,grok-4.3,English prompt / French response,English prompt / French response,252,3,1,2,0,0,0,0,0,ch-7_vapour_phase_refining/french-english/grok-4.3__cd91d15d6269.json
vapour phase refining,claude-sonnet-5,English prompt / French response,English prompt / French response,309,5,2,2,0,0,1,0,0,ch-7_vapour_phase_refining/french-english/claude-sonnet-5__a916209f7576.json
vapour phase refining,claude-sonnet-5,Bengali prompt / Bengali response,Bengali prompt / Bengali response,391,5,1,2,0,0,2,0,0,ch-7_vapour_phase_refining/bengali-native/claude-sonnet-5__ad08f2d0a344.json
vapour phase refining,gemini-3.8-flash,English prompt / French response,English prompt / French response,530,5,1,2,1,0,1,0,0,ch-7_vapour_phase_refining/french-english/gemini-3.8-flash__295c010f6a7e.json
vapour phase refining,gpt-5.6-terra,English prompt / French response,English prompt / French response,298,6,2,2,0,0,1,1,0,ch-7_vapour_phase_refining/french-english/gpt-5.6-terra__826756148527.json
vapour phase refining,grok-4.3,French prompt / French response,French prompt / French response,388,5,2,1,1,0,1,0,0,ch-7_vapour_phase_refining/french-native/grok-4.3__5443b4085158.json
vapour phase refining,llama-4-maverick,English prompt / French response,English prompt / French response,333,2,1,1,0,0,0,0,0,ch-7_vapour_phase_refining/french-english/llama-4-maverick__3ab8635a7961.json
vapour phase refining,llama-4-maverick,French prompt / French response,French prompt / French response,343,6,3,1,0,1,1,0,0,ch-7_vapour_phase_refining/french-native/llama-4-maverick__f8113bbab9f0.json
vapour phase refining,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,427,6,1,2,1,0,2,0,0,ch-7_vapour_phase_refining/hindi-english/claude-sonnet-5__1a43976ebedf.json
vapour phase refining,gemini-3.8-flash,French prompt / French response,French prompt / French response,588,5,1,2,1,0,1,0,0,ch-7_vapour_phase_refining/french-native/gemini-3.8-flash__487678930ee2.json
vapour phase refining,claude-sonnet-5,French prompt / French response,French prompt / French response,364,6,3,1,1,0,0,1,0,ch-7_vapour_phase_refining/french-native/claude-sonnet-5__eacd841d6757.json
vapour phase refining,gpt-5.6-terra,French prompt / French response,French prompt / French response,320,5,1,2,0,1,1,0,0,ch-7_vapour_phase_refining/french-native/gpt-5.6-terra__06fbe8f3f2dd.json
vapour phase refining,claude-sonnet-5,English prompt / Tamil response,English prompt / Tamil response,260,6,2,2,0,0,1,1,0,ch-7_vapour_phase_refining/tamil-english/claude-sonnet-5__db8a0442e273.json
vapour phase refining,gemini-3.8-flash,English prompt / Tamil response,English prompt / Tamil response,367,5,2,2,0,0,1,0,0,ch-7_vapour_phase_refining/tamil-english/gemini-3.8-flash__1ab235504f9c.json
vapour phase refining,gpt-5.6-terra,English prompt / Tamil response,English prompt / Tamil response,245,5,2,2,0,0,1,0,0,ch-7_vapour_phase_refining/tamil-english/gpt-5.6-terra__7d529b81f6fe.json
vapour phase refining,grok-4.3,English prompt / Tamil response,English prompt / Tamil response,178,5,1,2,0,1,0,1,0,ch-7_vapour_phase_refining/tamil-english/grok-4.3__5cedf161b6fc.json
vapour phase refining,llama-4-maverick,English prompt / Tamil response,English prompt / Tamil response,169,4,1,2,0,0,1,0,0,ch-7_vapour_phase_refining/tamil-english/llama-4-maverick__f001b6467e58.json
vapour phase refining,gemini-3.8-flash,Tamil prompt / Tamil response,Tamil prompt / Tamil response,391,5,1,2,1,0,1,0,0,ch-7_vapour_phase_refining/tamil-native/gemini-3.8-flash__c128eb57dcf1.json
vapour phase refining,grok-4.3,Tamil prompt / Tamil response,Tamil prompt / Tamil response,275,5,2,2,0,0,1,0,0,ch-7_vapour_phase_refining/tamil-native/grok-4.3__910d123b6d47.json
vapour phase refining,gemini-3.8-flash,English prompt / Hindi response,English prompt / Hindi response,544,5,2,2,1,0,0,0,0,ch-7_vapour_phase_refining/hindi-english/gemini-3.8-flash__de3b468a9887.json
vapour phase refining,llama-4-maverick,English prompt / Hindi response,English prompt / Hindi response,259,5,2,2,0,1,0,0,0,ch-7_vapour_phase_refining/hindi-english/llama-4-maverick__4f41f0755b9e.json
vapour phase refining,gpt-5.6-terra,English prompt / Hindi response,English prompt / Hindi response,377,4,1,2,0,0,1,0,0,ch-7_vapour_phase_refining/hindi-english/gpt-5.6-terra__57580d3f61ea.json
vapour phase refining,grok-4.3,English prompt / Hindi response,English prompt / Hindi response,399,6,2,2,0,1,1,0,0,ch-7_vapour_phase_refining/hindi-english/grok-4.3__3d371560275e.json
vapour phase refining,grok-4.3,Hindi prompt / Hindi response,Hindi prompt / Hindi response,325,4,1,2,0,0,1,0,0,ch-7_vapour_phase_refining/hindi-native/grok-4.3__bb7483adb19f.json
vapour phase refining,claude-sonnet-5,Hindi prompt / Hindi response,Hindi prompt / Hindi response,343,6,2,2,1,0,1,0,0,ch-7_vapour_phase_refining/hindi-native/claude-sonnet-5__8601d54c059f.json
vapour phase refining,gemini-3.8-flash,Hindi prompt / Hindi response,Hindi prompt / Hindi response,521,7,2,2,1,1,1,0,0,ch-7_vapour_phase_refining/hindi-native/gemini-3.8-flash__93cf05880cde.json
vapour phase refining,gpt-5.6-terra,Hindi prompt / Hindi response,Hindi prompt / Hindi response,493,7,1,2,1,1,2,0,0,ch-7_vapour_phase_refining/hindi-native/gpt-5.6-terra__6078ce8e064b.json
vapour phase refining,llama-4-maverick,Hindi prompt / Hindi response,Hindi prompt / Hindi response,336,6,3,2,0,0,1,0,0,ch-7_vapour_phase_refining/hindi-native/llama-4-maverick__f1e1887a2326.json
