topic,model,condition,language,prompt_type,unit_id,kind,label,word_count,excerpt_count
ch-4_redox_reactions,gpt-5.6-terra,french-native,French,native,u10,STUDY_SUPPORT,Final summary recap of essential redox definitions and relationships,35,1
ch-4_redox_reactions,grok-4.3,french-native,French,native,u1,CONCEPT,Definition of redox reactions and fundamental concepts of oxidation and reduction,99,1
ch-4_redox_reactions,grok-4.3,french-native,French,native,u2,STUDY_SUPPORT,Mnemonics for oxidation and reduction (LEO/GER),28,1
ch-4_redox_reactions,grok-4.3,french-native,French,native,u3,CONCEPT,Definitions of reducing agent and oxidizing agent,33,1
ch-4_redox_reactions,grok-4.3,french-native,French,native,u4,EXAMPLE,Worked example of the reaction between zinc and copper(II),60,1
ch-4_redox_reactions,grok-4.3,french-native,French,native,u5,CONCEPT,Oxidation numbers and rules for determining them,85,1
ch-4_redox_reactions,grok-4.3,french-native,French,native,u6,CONCEPT,Representation of redox reactions using half-equations,28,1
ch-4_redox_reactions,grok-4.3,french-native,French,native,u7,EXAMPLE,Table of common real-world redox reactions,40,1
ch-4_redox_reactions,grok-4.3,french-native,French,native,u8,PROCEDURE,Method to determine if a reaction is a redox reaction,33,1
ch-4_redox_reactions,grok-4.3,french-native,French,native,u9,STUDY_SUPPORT,Summary recap of core redox concepts,24,1
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,u1,CONCEPT,Definition of redox reactions as electron transfer,48,1
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,u2,CONCEPT,Paired definitions and characteristics of oxidation and reduction,98,1
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,u3,EXAMPLE,Zinc and copper(II) reaction as a redox example,87,1
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,u4,PROCEDURE,Method for identifying a redox reaction using oxidation numbers,39,1
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,u5,EXAMPLE,Batteries and accumulators as an application of redox reactions,14,1
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,u6,EXAMPLE,Corrosion and rusting of iron as an application of oxidation,10,1
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,u7,EXAMPLE,Cellular respiration and photosynthesis as biological redox processes,13,1
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,u8,STUDY_SUPPORT,Summary of redox reactions and their ubiquity,40,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u1,CONCEPT,Definition of redox reactions,32,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u2,CONCEPT,Definitions of oxidation and reduction via electron transfer,55,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u3,EXAMPLE,Zinc and copper sulfate displacement reaction worked example,24,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u4,STUDY_SUPPORT,OIL RIG mnemonic for electron transfer,20,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u5,CONCEPT,Definitions of oxidizing agent and reducing agent,38,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u6,CONCEPT,Definition of oxidation and reduction via oxidation number,12,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u7,EXAMPLE,Hydrogen and chlorine reaction analyzed by oxidation numbers,20,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u8,EXAMPLE,Rusting of iron as a real-world redox reaction,16,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u9,EXAMPLE,Respiration as a real-world redox reaction,10,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u10,EXAMPLE,Photosynthesis as a real-world redox reaction,8,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u11,EXAMPLE,Batteries as a real-world redox application,10,1
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,u12,STUDY_SUPPORT,Summary recap of oxidation and reduction rules,37,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,u1,CONCEPT,Etymology and definition of redox reaction,41,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,u2,CONCEPT,Definitions of oxidation and reduction (classical and electronic),49,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,u3,STUDY_SUPPORT,OIL RIG mnemonic for electron transfer,32,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,u4,EXAMPLE,Worked example of redox reaction between copper(II) oxide and hydrogen,76,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,u5,CONCEPT,Definition and identification of oxidizing and reducing agents,80,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,u6,EXAMPLE,Rusting of iron as a real-world redox reaction,21,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,u7,EXAMPLE,Cellular respiration as a real-world redox reaction,27,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,u8,EXAMPLE,Mobile phone battery as a real-world redox application,19,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,u9,STUDY_SUPPORT,"Summary recap of oxidation, reduction, and redox reactions",30,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u1,CONCEPT,Definition and etymology of redox reactions,37,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u2,CONCEPT,Definition and criteria of oxidation,29,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u3,EXAMPLE,Magnesium half-reaction illustrating oxidation,20,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u4,CONCEPT,Definition and criteria of reduction,29,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u5,EXAMPLE,Chlorine half-reaction illustrating reduction,18,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u6,STUDY_SUPPORT,OIL RIG mnemonic and Hindi equivalent for oxidation and reduction,42,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u7,EXAMPLE,Reaction of magnesium and oxygen as a redox reaction,71,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u8,EXAMPLE,Reaction of zinc with copper sulfate as a redox reaction,56,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u9,CONCEPT,Definitions of oxidising and reducing agents,76,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u10,STUDY_SUPPORT,Summary table comparing oxidation and reduction,26,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u11,EXAMPLE,Rusting of iron as an everyday redox reaction,36,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,u12,STUDY_SUPPORT,Conclusion recapping the core concept of redox reactions,41,1
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,u1,CONCEPT,"Definitions of redox reactions, oxidation, and reduction",105,1
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,u2,EXAMPLE,Rusting of iron as an everyday oxidation example,17,1
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,u3,EXAMPLE,Photosynthesis as a biological redox example,21,1
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,u4,EXAMPLE,Respiration as an everyday redox example,18,1
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,u5,EXAMPLE,Displacement reaction of zinc and copper sulfate,37,1
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,u6,CONCEPT,Identifying redox reactions using oxidation number changes,36,1
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,u7,STUDY_SUPPORT,Recap of oxidation and reduction definitions,8,1
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,u8,CONCEPT,Definitions of oxidizing and reducing agents,28,1
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,u9,STUDY_SUPPORT,Study strategy for identifying redox reactions,30,1
ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,english,u1,CONCEPT,"Definition of redox reactions, oxidation states, and oxidation and reduction processes",110,1
ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,english,u2,EXAMPLE,Worked example of redox reaction between sodium and chlorine,60,1
ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,english,u3,PROCEDURE,Method for identifying a redox reaction,45,1
ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,english,u4,STUDY_SUPPORT,Recap of redox reactions and their significance,46,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u1,CONCEPT,Definition of redox reactions,32,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u2,CONCEPT,Classical and electronic definitions of oxidation,42,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u3,CONCEPT,Classical and electronic definitions of reduction,42,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u4,STUDY_SUPPORT,OIL RIG mnemonic for electron transfer,25,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u5,EXAMPLE,Worked example of magnesium reacting with chlorine,51,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u6,CONCEPT,Definitions of oxidizing and reducing agents,54,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u7,CONCEPT,Identifying redox reactions via oxidation number changes,44,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u8,EXAMPLE,Everyday example: wood combustion,10,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u9,EXAMPLE,Everyday example: browning of cut apples,9,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u10,EXAMPLE,Everyday example: energy generation in batteries,11,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u11,EXAMPLE,Everyday example: rusting of iron,8,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u12,EXAMPLE,Everyday example: cellular respiration,9,1
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,u13,STUDY_SUPPORT,Summary table of core redox concepts,28,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u1,CONCEPT,Definition of redox reaction from its constituent words,49,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u2,ANALOGY,Analogy of monetary exchange to explain simultaneous loss and gain in redox reactions,37,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u3,CONCEPT,Classical definition of oxidation and reduction based on oxygen and hydrogen,33,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u4,STUDY_SUPPORT,Mnemonic trick for remembering oxidation as oxygen coming in,11,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u5,CONCEPT,Electronic concept of oxidation and reduction,36,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u6,STUDY_SUPPORT,OIL RIG mnemonic for electron loss and gain,33,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u7,EXAMPLE,Worked example of reaction between copper(II) oxide and hydrogen,96,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u8,CONCEPT,Definitions of oxidizing agent and reducing agent,51,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u9,ANALOGY,LIC insurance agent analogy for oxidizing agents,24,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u10,EXAMPLE,Rusting of iron as a real-world redox reaction,19,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u11,EXAMPLE,Browning of sliced apple as an everyday oxidation phenomenon,23,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u12,EXAMPLE,Cellular respiration as a physiological redox reaction,26,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u13,EXAMPLE,Mobile phone batteries as a technology application of redox reactions,17,1
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,u14,STUDY_SUPPORT,Recap summary of redox definitions,24,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u1,CONCEPT,Definition and etymology of redox reactions,31,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u2,CONCEPT,Definition and identification criteria of oxidation,34,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u3,EXAMPLE,Oxidation half-reaction of magnesium,17,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u4,CONCEPT,Definition and identification criteria of reduction,31,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u5,EXAMPLE,Reduction half-reaction of copper(II) ions,18,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u6,STUDY_SUPPORT,OIL RIG mnemonic for oxidation and reduction,36,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u7,EXAMPLE,Zinc and copper sulfate redox reaction worked example,58,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u8,CONCEPT,Definitions and identification of oxidising and reducing agents,98,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u9,CONCEPT,Identifying redox reactions using oxidation numbers,18,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u10,EXAMPLE,Reaction of magnesium and oxygen analyzed by oxidation numbers,34,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u11,EXAMPLE,Rusting of iron as an everyday redox reaction,29,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u12,EXAMPLE,Combustion of fuel as a redox reaction,18,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u13,EXAMPLE,Cellular respiration as a redox reaction,18,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u14,EXAMPLE,Batteries as a redox application,14,1
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,u15,STUDY_SUPPORT,Recap of key points of redox reactions,58,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u1,CONCEPT,Definition of redox reactions,48,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u2,CONCEPT,Definitions of oxidation and reduction via electrons and oxygen transfer with OIL RIG mnemonic,49,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u3,EXAMPLE,Zinc displacing copper from copper sulfate as a redox reaction,34,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u4,EXAMPLE,Rust formation on iron as a redox reaction,19,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u5,EXAMPLE,Respiration as an oxidation process,14,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u6,EXAMPLE,Photosynthesis as carbon reduction,16,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u7,EXAMPLE,Battery operation as redox reactions,14,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u8,CONCEPT,Redox definition in terms of oxidation number changes,25,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u9,EXAMPLE,Determining oxidation and reduction using oxidation numbers in Mg + Cl2 -> MgCl2,24,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u10,CONCEPT,Definitions of reducing and oxidising agents,30,1
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,u11,STUDY_SUPPORT,Practice problem identifying oxidized and reduced substances in 2Na + Cl2 -> 2NaCl,19,1
ch-4_redox_reactions,llama-4-maverick,hindi-native,Hindi,native,u1,CONCEPT,"Definition of redox reactions, oxidation, and reduction",76,1
ch-4_redox_reactions,llama-4-maverick,hindi-native,Hindi,native,u2,EXAMPLE,Worked example of redox reaction between sodium and chlorine,47,1
ch-4_redox_reactions,llama-4-maverick,hindi-native,Hindi,native,u3,STUDY_SUPPORT,Recap of key features of redox reactions,46,1
ch-4_redox_reactions,llama-4-maverick,hindi-native,Hindi,native,u4,CONCEPT,Types of redox reactions,43,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u1,CONCEPT,Definition and coupled nature of redox reactions,24,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u2,CONCEPT,Definitions of oxidation and reduction in terms of electron transfer,37,2
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u3,STUDY_SUPPORT,OIL RIG mnemonic for electron transfer,16,2
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u4,STUDY_SUPPORT,LEO says GER mnemonic for electron transfer,16,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u5,EXAMPLE,Reaction of sodium with chlorine,43,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u6,CONCEPT,Definitions and identification of oxidizing and reducing agents,30,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u7,CONCEPT,Definition of oxidation and reduction by oxidation number,24,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u8,EXAMPLE,Iron(II) to iron(III) oxidation number change,16,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u9,EXAMPLE,Rusting of iron as an everyday redox process,13,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u10,EXAMPLE,Respiration as an everyday redox process,6,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u11,EXAMPLE,Batteries as an everyday redox application,8,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u12,STUDY_SUPPORT,Recap of essential redox principles,18,1
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,u13,STUDY_SUPPORT,Practice problem identifying oxidized and reduced species,25,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,u1,CONCEPT,Definition and etymology of redox reactions,37,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,u2,CONCEPT,Definition of oxidation and reduction in terms of electron transfer,34,3
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,u3,STUDY_SUPPORT,OIL RIG mnemonic for electron transfer in redox reactions,19,3
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,u4,EXAMPLE,Formation of sodium chloride as a redox reaction,89,3
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,u5,EXAMPLE,Rusting of iron as an everyday redox reaction,8,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,u6,EXAMPLE,Cellphone battery charging and discharging as a redox reaction,11,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,u7,EXAMPLE,Cellular respiration as a redox reaction,11,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,u8,STUDY_SUPPORT,"Summary of oxidation, reduction, and redox",16,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,u9,STUDY_SUPPORT,Practice question on the oxidation of magnesium,20,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u1,CONCEPT,Definition of redox reactions as simultaneous electron transfer,36,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u2,CONCEPT,Definition and criteria of oxidation,24,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u3,EXAMPLE,Magnesium oxidation half-reaction,15,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u4,CONCEPT,Definition and criteria of reduction,24,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u5,EXAMPLE,Copper ion reduction half-reaction,16,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u6,EXAMPLE,Worked example of redox reaction between zinc and copper sulfate,54,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u7,CONCEPT,Definitions and identification of oxidising and reducing agents,70,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u8,STUDY_SUPPORT,OIL RIG mnemonic for electron transfer in redox,29,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u9,EXAMPLE,Worked example of identifying redox changes in magnesium oxide formation using oxidation numbers,38,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u10,EXAMPLE,Everyday application: rusting of iron,10,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u11,EXAMPLE,Everyday application: combustion,9,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u12,EXAMPLE,Everyday application: battery operation,14,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u13,EXAMPLE,Everyday application: cellular respiration,9,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,u14,STUDY_SUPPORT,Summary table and takeaway message for redox reactions,19,1
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,u1,CONCEPT,Definition of redox reactions,34,1
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,u2,CONCEPT,Definitions of oxidation and reduction,32,1
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,u3,EXAMPLE,Combustion of magnesium,27,1
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,u4,EXAMPLE,Reaction between zinc and copper sulfate,39,1
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,u5,EXAMPLE,Rusting of iron in everyday life,5,1
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,u6,EXAMPLE,Cellular respiration as food combustion,4,1
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,u7,EXAMPLE,Battery operation,3,1
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,u8,CONCEPT,Definitions of oxidizing and reducing agents,27,1
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,u9,STUDY_SUPPORT,Rule of thumb for identifying redox changes via electron transfer,12,1
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,u1,CONCEPT,Definition of redox reactions as simultaneous oxidation and reduction,53,1
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,u2,EXAMPLE,Reaction of copper(II) oxide with hydrogen,33,1
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,u3,CONCEPT,"Electron transfer definition of oxidation, reduction, and redox reactions",27,1
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,u4,EXAMPLE,Reaction between zinc and copper ions,31,1
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,u5,CONCEPT,Definitions of reducing agent and oxidizing agent,16,1
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,u6,EXAMPLE,Reaction of sodium with chlorine into sodium chloride,40,1
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,u7,STUDY_SUPPORT,Concluding recap on simultaneous oxidation and reduction in redox reactions,10,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u1,CONCEPT,Redox reaction basic concept and terminology,19,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u2,CONCEPT,Classical definition of oxidation and reduction based on oxygen and hydrogen transfer,8,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u3,EXAMPLE,Magnesium reacting with oxygen as an example of oxidation,10,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u4,CONCEPT,Electronic definition of oxidation and reduction,12,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u5,STUDY_SUPPORT,OIL RIG mnemonic for electron transfer,16,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u6,EXAMPLE,Half-reactions of zinc and copper ion showing electron transfer,16,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u7,CONCEPT,Definition of oxidation and reduction based on oxidation number change,8,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u8,EXAMPLE,Worked example of redox reaction between zinc and copper sulfate,34,2
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u9,CONCEPT,Definitions of oxidizing agent and reducing agent,21,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u10,EXAMPLE,Rusting of iron as an everyday redox application,6,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u11,EXAMPLE,Respiration as an everyday redox application,6,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u12,EXAMPLE,Batteries as an everyday redox application,8,1
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,u13,STUDY_SUPPORT,Practice problem identifying oxidation and reduction in the thermite reaction,23,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u1,EXAMPLE,Browning of sliced apples as a redox phenomenon,9,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u2,EXAMPLE,Rusting of iron as a redox phenomenon,6,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u3,CONCEPT,Classical definition of oxidation and reduction based on oxygen and hydrogen transfer,37,2
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u4,EXAMPLE,Combustion of carbon forming carbon dioxide,9,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u5,STUDY_SUPPORT,OIL RIG mnemonic for electron loss and gain in redox reactions,30,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u6,ANALOGY,Exchange of money between two friends mapped to electron transfer,28,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u7,CONCEPT,Coupled nature of redox reactions and origin of the term 'Redox',43,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u8,STUDY_SUPPORT,"Summary table comparing oxidation and reduction across oxygen, hydrogen, and electron definitions",22,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u9,EXAMPLE,Cellular respiration as an everyday redox application,14,1
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,u10,EXAMPLE,Batteries in mobile phones and remotes as an everyday redox application,12,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,u1,CONCEPT,Definition and simultaneous occurrence of redox reactions,42,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,u2,CONCEPT,Classical and electronic definitions of oxidation and reduction,34,2
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,u3,STUDY_SUPPORT,OIL RIG mnemonic for electron loss and gain,17,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,u4,EXAMPLE,Worked example of magnesium reacting with oxygen,54,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,u5,CONCEPT,Definition of oxidation number and identification of redox changes,24,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,u6,EXAMPLE,Worked example of zinc displacing copper from copper sulfate analyzed via oxidation numbers,39,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,u7,CONCEPT,Concepts of oxidising and reducing agents,74,1
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,u8,EXAMPLE,Rusting of iron as an everyday oxidation reaction,17,1
