topic,model,condition,language,prompt_type,category,unit_count,mean_unit_words
ch-3_mole_concept,gemini-3.8-flash,french-native,French,native,EXAMPLE,1,42
ch-3_mole_concept,gemini-3.8-flash,french-native,French,native,ANALOGY,1,77
ch-3_mole_concept,gemini-3.8-flash,french-native,French,native,STUDY_SUPPORT,1,31
ch-3_mole_concept,gemini-3.8-flash,french-native,French,native,CAVEAT,1,127
ch-3_mole_concept,gpt-5.6-terra,french-native,French,native,ALL,9,52.666666666666664
ch-3_mole_concept,gpt-5.6-terra,french-native,French,native,CONCEPT,4,59.5
ch-3_mole_concept,gpt-5.6-terra,french-native,French,native,EXAMPLE,4,44.25
ch-3_mole_concept,gpt-5.6-terra,french-native,French,native,STUDY_SUPPORT,1,59
ch-3_mole_concept,grok-4.3,french-native,French,native,ALL,6,85
ch-3_mole_concept,grok-4.3,french-native,French,native,CONCEPT,4,95.75
ch-3_mole_concept,grok-4.3,french-native,French,native,ANALOGY,1,86
ch-3_mole_concept,grok-4.3,french-native,French,native,STUDY_SUPPORT,1,41
ch-3_mole_concept,llama-4-maverick,french-native,French,native,ALL,8,48.25
ch-3_mole_concept,llama-4-maverick,french-native,French,native,CONCEPT,5,49.4
ch-3_mole_concept,llama-4-maverick,french-native,French,native,EXAMPLE,1,38
ch-3_mole_concept,llama-4-maverick,french-native,French,native,ANALOGY,1,24
ch-3_mole_concept,llama-4-maverick,french-native,French,native,STUDY_SUPPORT,1,77
ch-3_mole_concept,claude-sonnet-5,hindi-english,Hindi,english,ALL,9,28.333333333333332
ch-3_mole_concept,claude-sonnet-5,hindi-english,Hindi,english,CONCEPT,5,31.6
ch-3_mole_concept,claude-sonnet-5,hindi-english,Hindi,english,EXAMPLE,3,22.666666666666668
ch-3_mole_concept,claude-sonnet-5,hindi-english,Hindi,english,STUDY_SUPPORT,1,29
ch-3_mole_concept,gemini-3.8-flash,hindi-english,Hindi,english,ALL,6,91.33333333333333
ch-3_mole_concept,gemini-3.8-flash,hindi-english,Hindi,english,CONCEPT,2,132
ch-3_mole_concept,gemini-3.8-flash,hindi-english,Hindi,english,EXAMPLE,1,66
ch-3_mole_concept,gemini-3.8-flash,hindi-english,Hindi,english,ANALOGY,1,107
ch-3_mole_concept,gemini-3.8-flash,hindi-english,Hindi,english,PROCEDURE,1,67
ch-3_mole_concept,gemini-3.8-flash,hindi-english,Hindi,english,STUDY_SUPPORT,1,44
ch-3_mole_concept,gpt-5.6-terra,hindi-english,Hindi,english,ALL,17,46.294117647058826
ch-3_mole_concept,gpt-5.6-terra,hindi-english,Hindi,english,CONCEPT,6,61.833333333333336
ch-3_mole_concept,gpt-5.6-terra,hindi-english,Hindi,english,EXAMPLE,5,43.4
ch-3_mole_concept,gpt-5.6-terra,hindi-english,Hindi,english,ANALOGY,1,17
ch-3_mole_concept,gpt-5.6-terra,hindi-english,Hindi,english,PROCEDURE,2,34
ch-3_mole_concept,gpt-5.6-terra,hindi-english,Hindi,english,STUDY_SUPPORT,3,38
ch-3_mole_concept,grok-4.3,hindi-english,Hindi,english,ALL,10,35.4
ch-3_mole_concept,grok-4.3,hindi-english,Hindi,english,CONCEPT,4,35.75
ch-3_mole_concept,grok-4.3,hindi-english,Hindi,english,EXAMPLE,3,25.666666666666668
ch-3_mole_concept,grok-4.3,hindi-english,Hindi,english,ANALOGY,1,78
ch-3_mole_concept,grok-4.3,hindi-english,Hindi,english,STUDY_SUPPORT,2,28
ch-3_mole_concept,llama-4-maverick,hindi-english,Hindi,english,ALL,6,44.333333333333336
ch-3_mole_concept,llama-4-maverick,hindi-english,Hindi,english,CONCEPT,4,48.75
ch-3_mole_concept,llama-4-maverick,hindi-english,Hindi,english,EXAMPLE,1,30
ch-3_mole_concept,llama-4-maverick,hindi-english,Hindi,english,STUDY_SUPPORT,1,41
ch-3_mole_concept,claude-sonnet-5,hindi-native,Hindi,native,ALL,6,43.833333333333336
ch-3_mole_concept,claude-sonnet-5,hindi-native,Hindi,native,CONCEPT,3,49
ch-3_mole_concept,claude-sonnet-5,hindi-native,Hindi,native,EXAMPLE,2,47
ch-3_mole_concept,claude-sonnet-5,hindi-native,Hindi,native,STUDY_SUPPORT,1,22
ch-3_mole_concept,gemini-3.8-flash,hindi-native,Hindi,native,ALL,6,84
ch-3_mole_concept,gemini-3.8-flash,hindi-native,Hindi,native,CONCEPT,3,86
ch-3_mole_concept,gemini-3.8-flash,hindi-native,Hindi,native,EXAMPLE,1,57
ch-3_mole_concept,gemini-3.8-flash,hindi-native,Hindi,native,ANALOGY,1,151
ch-3_mole_concept,gemini-3.8-flash,hindi-native,Hindi,native,STUDY_SUPPORT,1,38
ch-3_mole_concept,gpt-5.6-terra,hindi-native,Hindi,native,ALL,17,31.294117647058822
ch-3_mole_concept,gpt-5.6-terra,hindi-native,Hindi,native,CONCEPT,4,41
ch-3_mole_concept,gpt-5.6-terra,hindi-native,Hindi,native,EXAMPLE,7,24.428571428571427
ch-3_mole_concept,gpt-5.6-terra,hindi-native,Hindi,native,ANALOGY,1,48
ch-3_mole_concept,gpt-5.6-terra,hindi-native,Hindi,native,PROCEDURE,3,12
ch-3_mole_concept,gpt-5.6-terra,hindi-native,Hindi,native,STUDY_SUPPORT,2,56.5
ch-3_mole_concept,grok-4.3,hindi-native,Hindi,native,ALL,7,44.714285714285715
ch-3_mole_concept,grok-4.3,hindi-native,Hindi,native,CONCEPT,3,40
ch-3_mole_concept,grok-4.3,hindi-native,Hindi,native,EXAMPLE,2,57
ch-3_mole_concept,grok-4.3,hindi-native,Hindi,native,ANALOGY,1,41
ch-3_mole_concept,grok-4.3,hindi-native,Hindi,native,STUDY_SUPPORT,1,38
ch-3_mole_concept,llama-4-maverick,hindi-native,Hindi,native,ALL,4,76.75
ch-3_mole_concept,llama-4-maverick,hindi-native,Hindi,native,CONCEPT,2,109
ch-3_mole_concept,llama-4-maverick,hindi-native,Hindi,native,EXAMPLE,1,40
ch-3_mole_concept,llama-4-maverick,hindi-native,Hindi,native,STUDY_SUPPORT,1,49
ch-3_mole_concept,claude-sonnet-5,tamil-english,Tamil,english,ALL,8,32.625
ch-3_mole_concept,claude-sonnet-5,tamil-english,Tamil,english,CONCEPT,4,43.25
ch-3_mole_concept,claude-sonnet-5,tamil-english,Tamil,english,EXAMPLE,1,32
ch-3_mole_concept,claude-sonnet-5,tamil-english,Tamil,english,STUDY_SUPPORT,3,18.666666666666668
ch-3_mole_concept,gemini-3.8-flash,tamil-english,Tamil,english,ALL,6,58.666666666666664
ch-3_mole_concept,gemini-3.8-flash,tamil-english,Tamil,english,CONCEPT,2,91
ch-3_mole_concept,gemini-3.8-flash,tamil-english,Tamil,english,EXAMPLE,1,50
ch-3_mole_concept,gemini-3.8-flash,tamil-english,Tamil,english,ANALOGY,1,56
ch-3_mole_concept,gemini-3.8-flash,tamil-english,Tamil,english,PROCEDURE,1,40
ch-3_mole_concept,gemini-3.8-flash,tamil-english,Tamil,english,STUDY_SUPPORT,1,24
ch-3_mole_concept,gpt-5.6-terra,tamil-english,Tamil,english,ALL,9,53.111111111111114
ch-3_mole_concept,gpt-5.6-terra,tamil-english,Tamil,english,CONCEPT,3,75
ch-3_mole_concept,gpt-5.6-terra,tamil-english,Tamil,english,EXAMPLE,3,38
ch-3_mole_concept,gpt-5.6-terra,tamil-english,Tamil,english,ANALOGY,1,37
ch-3_mole_concept,gpt-5.6-terra,tamil-english,Tamil,english,STUDY_SUPPORT,1,50
ch-3_mole_concept,gpt-5.6-terra,tamil-english,Tamil,english,CAVEAT,1,52
ch-3_mole_concept,grok-4.3,tamil-english,Tamil,english,ALL,9,24.88888888888889
ch-3_mole_concept,grok-4.3,tamil-english,Tamil,english,CONCEPT,3,31
ch-3_mole_concept,grok-4.3,tamil-english,Tamil,english,EXAMPLE,3,26.333333333333332
ch-3_mole_concept,grok-4.3,tamil-english,Tamil,english,ANALOGY,1,19
ch-3_mole_concept,grok-4.3,tamil-english,Tamil,english,PROCEDURE,1,13
ch-3_mole_concept,grok-4.3,tamil-english,Tamil,english,STUDY_SUPPORT,1,20
ch-3_mole_concept,llama-4-maverick,tamil-english,Tamil,english,ALL,4,48
ch-3_mole_concept,llama-4-maverick,tamil-english,Tamil,english,CONCEPT,2,52.5
ch-3_mole_concept,llama-4-maverick,tamil-english,Tamil,english,EXAMPLE,1,56
ch-3_mole_concept,llama-4-maverick,tamil-english,Tamil,english,STUDY_SUPPORT,1,31
ch-3_mole_concept,claude-sonnet-5,tamil-native,Tamil,native,ALL,7,29.857142857142858
ch-3_mole_concept,claude-sonnet-5,tamil-native,Tamil,native,CONCEPT,3,34.333333333333336
ch-3_mole_concept,claude-sonnet-5,tamil-native,Tamil,native,EXAMPLE,1,30
ch-3_mole_concept,claude-sonnet-5,tamil-native,Tamil,native,ANALOGY,1,28
ch-3_mole_concept,claude-sonnet-5,tamil-native,Tamil,native,PROCEDURE,1,13
ch-3_mole_concept,claude-sonnet-5,tamil-native,Tamil,native,STUDY_SUPPORT,1,35
ch-3_mole_concept,gemini-3.8-flash,tamil-native,Tamil,native,ALL,6,50
ch-3_mole_concept,gemini-3.8-flash,tamil-native,Tamil,native,CONCEPT,2,79
ch-3_mole_concept,gemini-3.8-flash,tamil-native,Tamil,native,EXAMPLE,1,50
ch-3_mole_concept,gemini-3.8-flash,tamil-native,Tamil,native,ANALOGY,1,46
ch-3_mole_concept,gemini-3.8-flash,tamil-native,Tamil,native,PROCEDURE,1,26
ch-3_mole_concept,gemini-3.8-flash,tamil-native,Tamil,native,STUDY_SUPPORT,1,20
ch-3_mole_concept,gpt-5.6-terra,tamil-native,Tamil,native,ALL,11,37.27272727272727
ch-3_mole_concept,gpt-5.6-terra,tamil-native,Tamil,native,CONCEPT,6,36.5
ch-3_mole_concept,gpt-5.6-terra,tamil-native,Tamil,native,EXAMPLE,3,33.666666666666664
ch-3_mole_concept,gpt-5.6-terra,tamil-native,Tamil,native,ANALOGY,1,41
ch-3_mole_concept,gpt-5.6-terra,tamil-native,Tamil,native,STUDY_SUPPORT,1,49
ch-3_mole_concept,grok-4.3,tamil-native,Tamil,native,ALL,7,35.285714285714285
ch-3_mole_concept,grok-4.3,tamil-native,Tamil,native,CONCEPT,5,39.2
ch-3_mole_concept,grok-4.3,tamil-native,Tamil,native,EXAMPLE,1,31
ch-3_mole_concept,grok-4.3,tamil-native,Tamil,native,STUDY_SUPPORT,1,20
ch-3_mole_concept,llama-4-maverick,tamil-native,Tamil,native,ALL,6,24.166666666666668
ch-3_mole_concept,llama-4-maverick,tamil-native,Tamil,native,CONCEPT,3,30.333333333333332
ch-3_mole_concept,llama-4-maverick,tamil-native,Tamil,native,EXAMPLE,2,20
ch-3_mole_concept,llama-4-maverick,tamil-native,Tamil,native,STUDY_SUPPORT,1,14
ch-4_redox_reactions,claude-sonnet-5,arabic-english,Arabic,english,ALL,8,37.75
ch-4_redox_reactions,claude-sonnet-5,arabic-english,Arabic,english,CONCEPT,2,54
ch-4_redox_reactions,claude-sonnet-5,arabic-english,Arabic,english,EXAMPLE,2,40
ch-4_redox_reactions,claude-sonnet-5,arabic-english,Arabic,english,PROCEDURE,1,35
ch-4_redox_reactions,claude-sonnet-5,arabic-english,Arabic,english,STUDY_SUPPORT,3,26.333333333333332
ch-4_redox_reactions,gemini-3.8-flash,arabic-english,Arabic,english,ALL,11,32.63636363636363
ch-4_redox_reactions,gemini-3.8-flash,arabic-english,Arabic,english,CONCEPT,4,43
ch-4_redox_reactions,gemini-3.8-flash,arabic-english,Arabic,english,EXAMPLE,4,28.25
ch-4_redox_reactions,gemini-3.8-flash,arabic-english,Arabic,english,ANALOGY,1,19
ch-4_redox_reactions,gemini-3.8-flash,arabic-english,Arabic,english,STUDY_SUPPORT,2,27.5
ch-4_redox_reactions,gpt-5.6-terra,arabic-english,Arabic,english,ALL,10,48.5
ch-4_redox_reactions,gpt-5.6-terra,arabic-english,Arabic,english,CONCEPT,4,57.75
ch-4_redox_reactions,gpt-5.6-terra,arabic-english,Arabic,english,EXAMPLE,3,49.666666666666664
ch-4_redox_reactions,gpt-5.6-terra,arabic-english,Arabic,english,PROCEDURE,1,41
ch-4_redox_reactions,gpt-5.6-terra,arabic-english,Arabic,english,STUDY_SUPPORT,2,32
ch-4_redox_reactions,grok-4.3,arabic-english,Arabic,english,ALL,7,31.142857142857142
ch-4_redox_reactions,grok-4.3,arabic-english,Arabic,english,CONCEPT,3,33.666666666666664
ch-4_redox_reactions,grok-4.3,arabic-english,Arabic,english,EXAMPLE,3,29.333333333333332
ch-4_redox_reactions,grok-4.3,arabic-english,Arabic,english,STUDY_SUPPORT,1,29
ch-4_redox_reactions,llama-4-maverick,arabic-english,Arabic,english,ALL,4,67.75
ch-4_redox_reactions,llama-4-maverick,arabic-english,Arabic,english,CONCEPT,1,146
ch-4_redox_reactions,llama-4-maverick,arabic-english,Arabic,english,EXAMPLE,2,46
ch-4_redox_reactions,llama-4-maverick,arabic-english,Arabic,english,STUDY_SUPPORT,1,33
ch-4_redox_reactions,claude-sonnet-5,arabic-native,Arabic,native,ALL,10,23.6
ch-4_redox_reactions,claude-sonnet-5,arabic-native,Arabic,native,CONCEPT,4,32
ch-4_redox_reactions,claude-sonnet-5,arabic-native,Arabic,native,EXAMPLE,4,16.25
ch-4_redox_reactions,claude-sonnet-5,arabic-native,Arabic,native,STUDY_SUPPORT,2,21.5
ch-4_redox_reactions,gemini-3.8-flash,arabic-native,Arabic,native,ALL,10,33.2
ch-4_redox_reactions,gemini-3.8-flash,arabic-native,Arabic,native,CONCEPT,3,54.333333333333336
ch-4_redox_reactions,gemini-3.8-flash,arabic-native,Arabic,native,EXAMPLE,4,22.25
ch-4_redox_reactions,gemini-3.8-flash,arabic-native,Arabic,native,ANALOGY,1,22
ch-4_redox_reactions,gemini-3.8-flash,arabic-native,Arabic,native,STUDY_SUPPORT,2,29
ch-4_redox_reactions,gpt-5.6-terra,arabic-native,Arabic,native,ALL,14,39
ch-4_redox_reactions,gpt-5.6-terra,arabic-native,Arabic,native,CONCEPT,5,47
ch-4_redox_reactions,gpt-5.6-terra,arabic-native,Arabic,native,EXAMPLE,6,36.5
ch-4_redox_reactions,gpt-5.6-terra,arabic-native,Arabic,native,PROCEDURE,1,37
ch-4_redox_reactions,gpt-5.6-terra,arabic-native,Arabic,native,STUDY_SUPPORT,2,27.5
ch-4_redox_reactions,grok-4.3,arabic-native,Arabic,native,ALL,7,47.285714285714285
ch-4_redox_reactions,grok-4.3,arabic-native,Arabic,native,CONCEPT,3,57.333333333333336
ch-4_redox_reactions,grok-4.3,arabic-native,Arabic,native,EXAMPLE,3,40.666666666666664
ch-4_redox_reactions,grok-4.3,arabic-native,Arabic,native,STUDY_SUPPORT,1,37
ch-4_redox_reactions,llama-4-maverick,arabic-native,Arabic,native,ALL,7,36.57142857142857
ch-4_redox_reactions,llama-4-maverick,arabic-native,Arabic,native,CONCEPT,2,68.5
ch-4_redox_reactions,llama-4-maverick,arabic-native,Arabic,native,EXAMPLE,5,23.8
ch-4_redox_reactions,claude-sonnet-5,bengali-english,Bengali,english,ALL,10,23
ch-4_redox_reactions,claude-sonnet-5,bengali-english,Bengali,english,CONCEPT,2,33.5
ch-4_redox_reactions,claude-sonnet-5,bengali-english,Bengali,english,EXAMPLE,6,18.666666666666668
ch-4_redox_reactions,claude-sonnet-5,bengali-english,Bengali,english,STUDY_SUPPORT,2,25.5
ch-4_redox_reactions,gemini-3.8-flash,bengali-english,Bengali,english,ALL,9,42.888888888888886
ch-4_redox_reactions,gemini-3.8-flash,bengali-english,Bengali,english,CONCEPT,4,65.75
ch-4_redox_reactions,gemini-3.8-flash,bengali-english,Bengali,english,EXAMPLE,4,25
ch-4_redox_reactions,gemini-3.8-flash,bengali-english,Bengali,english,STUDY_SUPPORT,1,23
ch-4_redox_reactions,gpt-5.6-terra,bengali-english,Bengali,english,ALL,19,24.789473684210527
ch-4_redox_reactions,gpt-5.6-terra,bengali-english,Bengali,english,CONCEPT,6,32.333333333333336
ch-4_redox_reactions,gpt-5.6-terra,bengali-english,Bengali,english,EXAMPLE,11,19.363636363636363
ch-4_redox_reactions,gpt-5.6-terra,bengali-english,Bengali,english,STUDY_SUPPORT,2,32
ch-4_redox_reactions,grok-4.3,bengali-english,Bengali,english,ALL,11,18.09090909090909
ch-4_redox_reactions,grok-4.3,bengali-english,Bengali,english,CONCEPT,2,32.5
ch-4_redox_reactions,grok-4.3,bengali-english,Bengali,english,EXAMPLE,7,11.428571428571429
ch-4_redox_reactions,grok-4.3,bengali-english,Bengali,english,PROCEDURE,1,37
ch-4_redox_reactions,grok-4.3,bengali-english,Bengali,english,STUDY_SUPPORT,1,17
ch-4_redox_reactions,llama-4-maverick,bengali-english,Bengali,english,ALL,4,42
ch-4_redox_reactions,llama-4-maverick,bengali-english,Bengali,english,CONCEPT,2,38.5
ch-4_redox_reactions,llama-4-maverick,bengali-english,Bengali,english,EXAMPLE,2,45.5
ch-4_redox_reactions,claude-sonnet-5,bengali-native,Bengali,native,ALL,14,19.857142857142858
ch-4_redox_reactions,claude-sonnet-5,bengali-native,Bengali,native,CONCEPT,4,33.5
ch-4_redox_reactions,claude-sonnet-5,bengali-native,Bengali,native,EXAMPLE,7,12.857142857142858
ch-4_redox_reactions,claude-sonnet-5,bengali-native,Bengali,native,STUDY_SUPPORT,3,18
ch-4_redox_reactions,gemini-3.8-flash,bengali-native,Bengali,native,ALL,10,38.4
ch-4_redox_reactions,gemini-3.8-flash,bengali-native,Bengali,native,CONCEPT,3,46.666666666666664
ch-4_redox_reactions,gemini-3.8-flash,bengali-native,Bengali,native,EXAMPLE,5,35.2
ch-4_redox_reactions,gemini-3.8-flash,bengali-native,Bengali,native,ANALOGY,1,45
ch-4_redox_reactions,gemini-3.8-flash,bengali-native,Bengali,native,STUDY_SUPPORT,1,23
ch-4_redox_reactions,gpt-5.6-terra,bengali-native,Bengali,native,ALL,12,35.166666666666664
ch-4_redox_reactions,gpt-5.6-terra,bengali-native,Bengali,native,CONCEPT,5,45.2
ch-4_redox_reactions,gpt-5.6-terra,bengali-native,Bengali,native,EXAMPLE,5,21.8
ch-4_redox_reactions,gpt-5.6-terra,bengali-native,Bengali,native,STUDY_SUPPORT,2,43.5
ch-4_redox_reactions,grok-4.3,bengali-native,Bengali,native,ALL,11,26.272727272727273
ch-4_redox_reactions,grok-4.3,bengali-native,Bengali,native,CONCEPT,3,49.666666666666664
ch-4_redox_reactions,grok-4.3,bengali-native,Bengali,native,EXAMPLE,6,17.5
ch-4_redox_reactions,grok-4.3,bengali-native,Bengali,native,STUDY_SUPPORT,2,17.5
ch-4_redox_reactions,llama-4-maverick,bengali-native,Bengali,native,ALL,5,25
ch-4_redox_reactions,llama-4-maverick,bengali-native,Bengali,native,CONCEPT,1,59
ch-4_redox_reactions,llama-4-maverick,bengali-native,Bengali,native,EXAMPLE,4,16.5
ch-4_redox_reactions,claude-sonnet-5,english,English,english,ALL,14,18.714285714285715
ch-4_redox_reactions,claude-sonnet-5,english,English,english,CONCEPT,5,23
ch-4_redox_reactions,claude-sonnet-5,english,English,english,EXAMPLE,6,15.333333333333334
ch-4_redox_reactions,claude-sonnet-5,english,English,english,ANALOGY,1,16
ch-4_redox_reactions,claude-sonnet-5,english,English,english,STUDY_SUPPORT,2,19.5
ch-4_redox_reactions,gemini-3.8-flash,english,English,english,ALL,11,43.36363636363637
ch-4_redox_reactions,gemini-3.8-flash,english,English,english,CONCEPT,2,75
ch-4_redox_reactions,gemini-3.8-flash,english,English,english,EXAMPLE,4,37.5
ch-4_redox_reactions,gemini-3.8-flash,english,English,english,ANALOGY,1,27
ch-4_redox_reactions,gemini-3.8-flash,english,English,english,STUDY_SUPPORT,3,27.333333333333332
ch-4_redox_reactions,gemini-3.8-flash,english,English,english,CAVEAT,1,68
ch-4_redox_reactions,gpt-5.6-terra,english,English,english,ALL,16,39.3125
ch-4_redox_reactions,gpt-5.6-terra,english,English,english,CONCEPT,4,55.5
ch-4_redox_reactions,gpt-5.6-terra,english,English,english,EXAMPLE,7,35.57142857142857
ch-4_redox_reactions,gpt-5.6-terra,english,English,english,PROCEDURE,1,48
ch-4_redox_reactions,gpt-5.6-terra,english,English,english,STUDY_SUPPORT,3,20.666666666666668
ch-4_redox_reactions,gpt-5.6-terra,english,English,english,CAVEAT,1,48
ch-4_redox_reactions,grok-4.3,english,English,english,ALL,10,42.1
ch-4_redox_reactions,grok-4.3,english,English,english,CONCEPT,2,72.5
ch-4_redox_reactions,grok-4.3,english,English,english,EXAMPLE,5,32.8
ch-4_redox_reactions,grok-4.3,english,English,english,PROCEDURE,1,62
ch-4_redox_reactions,grok-4.3,english,English,english,STUDY_SUPPORT,2,25
ch-4_redox_reactions,llama-4-maverick,english,English,english,ALL,9,49.77777777777778
ch-4_redox_reactions,llama-4-maverick,english,English,english,CONCEPT,3,50.333333333333336
ch-4_redox_reactions,llama-4-maverick,english,English,english,EXAMPLE,4,48
ch-4_redox_reactions,llama-4-maverick,english,English,english,STUDY_SUPPORT,2,52.5
ch-4_redox_reactions,claude-sonnet-5,french-english,French,english,ALL,9,20.11111111111111
ch-4_redox_reactions,claude-sonnet-5,french-english,French,english,CONCEPT,2,34
ch-4_redox_reactions,claude-sonnet-5,french-english,French,english,EXAMPLE,5,16.6
ch-4_redox_reactions,claude-sonnet-5,french-english,French,english,STUDY_SUPPORT,2,15
ch-4_redox_reactions,gemini-3.8-flash,french-english,French,english,ALL,8,55.5
ch-4_redox_reactions,gemini-3.8-flash,french-english,French,english,CONCEPT,2,88.5
ch-4_redox_reactions,gemini-3.8-flash,french-english,French,english,EXAMPLE,4,45.5
ch-4_redox_reactions,gemini-3.8-flash,french-english,French,english,STUDY_SUPPORT,2,42.5
ch-4_redox_reactions,gpt-5.6-terra,french-english,French,english,ALL,14,37.285714285714285
ch-4_redox_reactions,gpt-5.6-terra,french-english,French,english,CONCEPT,3,64.33333333333333
ch-4_redox_reactions,gpt-5.6-terra,french-english,French,english,EXAMPLE,9,27.11111111111111
ch-4_redox_reactions,gpt-5.6-terra,french-english,French,english,PROCEDURE,1,54
ch-4_redox_reactions,gpt-5.6-terra,french-english,French,english,STUDY_SUPPORT,1,31
ch-4_redox_reactions,grok-4.3,french-english,French,english,ALL,9,37.111111111111114
ch-4_redox_reactions,grok-4.3,french-english,French,english,CONCEPT,4,38.5
ch-4_redox_reactions,grok-4.3,french-english,French,english,EXAMPLE,4,27
ch-4_redox_reactions,grok-4.3,french-english,French,english,PROCEDURE,1,72
ch-4_redox_reactions,llama-4-maverick,french-english,French,english,ALL,4,94.25
ch-4_redox_reactions,llama-4-maverick,french-english,French,english,CONCEPT,1,184
ch-4_redox_reactions,llama-4-maverick,french-english,French,english,EXAMPLE,1,75
ch-4_redox_reactions,llama-4-maverick,french-english,French,english,PROCEDURE,1,86
ch-4_redox_reactions,llama-4-maverick,french-english,French,english,STUDY_SUPPORT,1,32
ch-4_redox_reactions,claude-sonnet-5,french-native,French,native,ALL,8,27.75
ch-4_redox_reactions,claude-sonnet-5,french-native,French,native,CONCEPT,4,22
ch-4_redox_reactions,claude-sonnet-5,french-native,French,native,EXAMPLE,1,65
ch-4_redox_reactions,claude-sonnet-5,french-native,French,native,ANALOGY,1,21
ch-4_redox_reactions,claude-sonnet-5,french-native,French,native,STUDY_SUPPORT,2,24
ch-4_redox_reactions,gemini-3.8-flash,french-native,French,native,ALL,11,51.63636363636363
ch-4_redox_reactions,gemini-3.8-flash,french-native,French,native,CONCEPT,3,54.333333333333336
ch-4_redox_reactions,gemini-3.8-flash,french-native,French,native,EXAMPLE,5,52.2
ch-4_redox_reactions,gemini-3.8-flash,french-native,French,native,PROCEDURE,1,69
ch-4_redox_reactions,gemini-3.8-flash,french-native,French,native,STUDY_SUPPORT,2,37.5
ch-4_redox_reactions,gpt-5.6-terra,french-native,French,native,ALL,10,64.7
ch-4_redox_reactions,gpt-5.6-terra,french-native,French,native,CONCEPT,4,87.25
ch-4_redox_reactions,gpt-5.6-terra,french-native,French,native,EXAMPLE,4,53.5
ch-4_redox_reactions,gpt-5.6-terra,french-native,French,native,PROCEDURE,1,49
ch-4_redox_reactions,gpt-5.6-terra,french-native,French,native,STUDY_SUPPORT,1,35
ch-4_redox_reactions,grok-4.3,french-native,French,native,ALL,9,47.77777777777778
ch-4_redox_reactions,grok-4.3,french-native,French,native,CONCEPT,4,61.25
ch-4_redox_reactions,grok-4.3,french-native,French,native,EXAMPLE,2,50
ch-4_redox_reactions,grok-4.3,french-native,French,native,PROCEDURE,1,33
ch-4_redox_reactions,grok-4.3,french-native,French,native,STUDY_SUPPORT,2,26
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,ALL,8,43.625
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,CONCEPT,2,73
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,EXAMPLE,4,31
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,PROCEDURE,1,39
ch-4_redox_reactions,llama-4-maverick,french-native,French,native,STUDY_SUPPORT,1,40
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,ALL,12,23.5
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,CONCEPT,4,34.25
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,EXAMPLE,6,14.666666666666666
ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,english,STUDY_SUPPORT,2,28.5
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,ALL,9,41.666666666666664
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,CONCEPT,3,56.666666666666664
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,EXAMPLE,4,35.75
ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,english,STUDY_SUPPORT,2,31
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,ALL,12,40.083333333333336
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,CONCEPT,4,42.75
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,EXAMPLE,5,40.2
ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,english,STUDY_SUPPORT,3,36.333333333333336
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,ALL,9,33.333333333333336
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,CONCEPT,3,56.333333333333336
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,EXAMPLE,4,23.25
ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,english,STUDY_SUPPORT,2,19
ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,english,ALL,4,65.25
ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,english,CONCEPT,1,110
ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,english,EXAMPLE,1,60
ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,english,PROCEDURE,1,45
ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,english,STUDY_SUPPORT,1,46
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,ALL,13,28.076923076923077
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,CONCEPT,5,42.8
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,EXAMPLE,6,16.333333333333332
ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,native,STUDY_SUPPORT,2,26.5
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,ALL,14,34.214285714285715
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,CONCEPT,4,42.25
