source,topic,model,condition,language,old_relevance,new_relevance,old_units,new_units,old_errors,new_errors,new_ambiguities,old_reason,new_reason,old_report,new_report,delta_units
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\french-english\gpt-5.6-terra__8f38a52ddcfc.json,ch-4_redox_reactions,gpt-5.6-terra,french-english,French,on_topic,on_topic,15,14,0,0,3,"The response provides an accurate and comprehensive explanation of redox reactions in French, covering core definitions, oxidizing and reducing agents, worked examples, oxidation numbers, balancing procedures, real-world applications, and summary points.","The text directly explains redox reactions in chemistry, detailing oxidation and reduction, oxidizing and reducing agents, oxidation numbers, a step-by-step balancing procedure with an example, and practical applications.",../../../ch-4_redox_reactions/french-english/evaluation/gpt-5.6-terra__8f38a52ddcfc/results.md,../ch-4_redox_reactions/french-english/gpt-5.6-terra__8f38a52ddcfc/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\french-english\grok-4.3__25cab2c1927c.json,ch-4_redox_reactions,grok-4.3,french-english,French,on_topic,on_topic,9,9,0,0,4,"The response provides a comprehensive and clear explanation of redox reactions in French, covering definitions, half-reactions, oxidizing and reducing agents, oxidation numbers, and concrete examples.","The explanation directly and accurately teaches the requested topic of redox reactions, covering fundamental definitions, half-reactions, identifying agents, oxidation numbers, and illustrative examples.",../../../ch-4_redox_reactions/french-english/evaluation/grok-4.3__25cab2c1927c/results.md,../ch-4_redox_reactions/french-english/grok-4.3__25cab2c1927c/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\french-english\llama-4-maverick__a1fc6d0bd16f.json,ch-4_redox_reactions,llama-4-maverick,french-english,French,on_topic,on_topic,4,4,0,0,0,"The response directly explains redox reactions in French, covering the definition of redox processes, the individual concepts of oxidation and reduction, a concrete worked example with zinc and copper, and criteria for identifying redox reactions.","The response clearly defines redox reactions as electron transfer processes involving oxidation and reduction, illustrates the concept with a specific chemical example, and describes how to identify redox reactions.",../../../ch-4_redox_reactions/french-english/evaluation/llama-4-maverick__a1fc6d0bd16f/results.md,../ch-4_redox_reactions/french-english/llama-4-maverick__a1fc6d0bd16f/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\french-native\claude-sonnet-5__9b36d38d9082.json,ch-4_redox_reactions,claude-sonnet-5,french-native,French,on_topic,on_topic,8,8,0,0,2,"The explanation directly covers redox reactions, defining electron transfer, oxidation and reduction, redox couples, a worked concrete example, the simultaneity principle, and a comprehension check.","The response explains redox reactions thoroughly, covering the core definitions (oxidation and reduction), redox couples, a worked reaction example, and a comprehension check.",../../../ch-4_redox_reactions/french-native/evaluation/claude-sonnet-5__9b36d38d9082/results.md,../ch-4_redox_reactions/french-native/claude-sonnet-5__9b36d38d9082/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\french-native\gemini-3.8-flash__e96a078f8342.json,ch-4_redox_reactions,gemini-3.8-flash,french-native,French,on_topic,on_topic,11,11,0,0,0,"The response accurately and comprehensively explains redox reactions, covering fundamental definitions of oxidants and reductants, oxidation and reduction processes, balancing redox equations, a worked laboratory example, and real-world everyday applications.","The explanation covers the definition of oxidation-reduction reactions as electron transfer, the roles of oxidants and reductants, oxidation and reduction half-reactions, a worked balancing procedure, and practical applications.",../../../ch-4_redox_reactions/french-native/evaluation/gemini-3.8-flash__e96a078f8342/results.md,../ch-4_redox_reactions/french-native/gemini-3.8-flash__e96a078f8342/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\french-native\gpt-5.6-terra__7dd6e7598291.json,ch-4_redox_reactions,gpt-5.6-terra,french-native,French,on_topic,on_topic,17,10,0,0,2,"The entire response directly and accurately explains redox reactions, covering definitions, electron transfers, oxidants and reductants, worked reaction examples, redox couples, oxidation numbers, daily life examples, and identification procedures.","The text directly and thoroughly explains redox reactions, covering definitions, agents, half-reactions, couples, oxidation states, and applications.",../../../ch-4_redox_reactions/french-native/evaluation/gpt-5.6-terra__7dd6e7598291/results.md,../ch-4_redox_reactions/french-native/gpt-5.6-terra__7dd6e7598291/results.md,-7
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\french-native\grok-4.3__b45976264ce4.json,ch-4_redox_reactions,grok-4.3,french-native,French,on_topic,on_topic,13,9,0,0,4,"The text provides a comprehensive and accessible explanation of redox reactions for a high school audience, covering definitions, electron transfers, oxidizing and reducing agents, oxidation numbers, half-reactions, and everyday examples.","The text directly and comprehensively explains redox reactions, covering the core concepts of electron transfer, oxidation and reduction, oxidizing and reducing agents, oxidation numbers, writing half-equations, and practical examples.",../../../ch-4_redox_reactions/french-native/evaluation/grok-4.3__b45976264ce4/results.md,../ch-4_redox_reactions/french-native/grok-4.3__b45976264ce4/results.md,-4
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\french-native\llama-4-maverick__0dbc232cd51c.json,ch-4_redox_reactions,llama-4-maverick,french-native,French,on_topic,on_topic,8,8,0,0,3,"The response directly and accurately explains redox reactions, their core definitions (oxidation and reduction), an illustrative reaction between zinc and copper, identification methods using oxidation states, real-world applications, and a closing summary.","The text directly and thoroughly explains redox reactions, including the transfer of electrons, oxidation numbers, an illustrative worked example, an identification procedure, and practical applications.",../../../ch-4_redox_reactions/french-native/evaluation/llama-4-maverick__0dbc232cd51c/results.md,../ch-4_redox_reactions/french-native/llama-4-maverick__0dbc232cd51c/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-english\claude-sonnet-5__cea8c6599a4d.json,ch-4_redox_reactions,claude-sonnet-5,hindi-english,Hindi,on_topic,on_topic,13,12,0,0,4,"The response provides a comprehensive and accurate explanation of redox reactions in Hindi, including definitions, electron transfer, oxidizing and reducing agents, oxidation number rules, and everyday examples.","The source directly explains redox reactions in Hindi, including definitions of oxidation and reduction, oxidizing and reducing agents, oxidation number rules, and daily-life examples.",../../../ch-4_redox_reactions/hindi-english/evaluation/claude-sonnet-5__cea8c6599a4d/results.md,../ch-4_redox_reactions/hindi-english/claude-sonnet-5__cea8c6599a4d/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-english\gemini-3.8-flash__d7bab2e8ee6a.json,ch-4_redox_reactions,gemini-3.8-flash,hindi-english,Hindi,on_topic,on_topic,10,9,0,0,1,"The response provides a comprehensive and accurate high-school-level explanation of redox reactions in Hindi, covering definition, classical and modern concepts, mnemonics, an illustrative worked example with oxidizing/reducing agents, real-world everyday examples, and a summary.","The explanation directly defines redox reactions, explains oxidation and reduction using both classical and electronic definitions, provides a worked example, defines oxidizing and reducing agents, gives real-world applications, and recaps key concepts.",../../../ch-4_redox_reactions/hindi-english/evaluation/gemini-3.8-flash__d7bab2e8ee6a/results.md,../ch-4_redox_reactions/hindi-english/gemini-3.8-flash__d7bab2e8ee6a/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-english\gpt-5.6-terra__fdcbe7b8b6b2.json,ch-4_redox_reactions,gpt-5.6-terra,hindi-english,Hindi,on_topic,on_topic,12,12,0,0,4,"The response provides an accurate and comprehensive high-school level explanation of redox reactions in Hindi, including definitions of oxidation and reduction, electron transfer, oxidation states, mnemonics, worked reaction examples, oxidising/reducing agents, a summary table, and a real-world example.","The explanation directly and comprehensively teaches redox reactions, covering definitions of oxidation and reduction, electron transfer, oxidation numbers, worked reaction examples, agents, and an everyday application.",../../../ch-4_redox_reactions/hindi-english/evaluation/gpt-5.6-terra__fdcbe7b8b6b2/results.md,../ch-4_redox_reactions/hindi-english/gpt-5.6-terra__fdcbe7b8b6b2/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-english\grok-4.3__a461646e522d.json,ch-4_redox_reactions,grok-4.3,hindi-english,Hindi,on_topic,on_topic,11,9,0,1,3,"The response directly and thoroughly explains redox reactions in Hindi for a high school level, covering basic definitions of oxidation and reduction, real-world and classroom examples, oxidation numbers, and oxidizing/reducing agents.","The source directly explains redox reactions at a high school level, covering definitions of oxidation and reduction, everyday examples, a displacement reaction example, oxidation numbers, and oxidizing/reducing agents.",../../../ch-4_redox_reactions/hindi-english/evaluation/grok-4.3__a461646e522d/results.md,../ch-4_redox_reactions/hindi-english/grok-4.3__a461646e522d/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-english\llama-4-maverick__b4e010872283.json,ch-4_redox_reactions,llama-4-maverick,hindi-english,Hindi,on_topic,on_topic,5,4,0,0,3,"The response directly and accurately explains redox reactions in Hindi, covering definitions of oxidation and reduction, an illustrative example with sodium and chlorine, identification criteria, and a summary.","The explanation directly covers redox reactions, defining them in terms of oxidation state changes, explaining oxidation and reduction, walking through a worked example of sodium reacting with chlorine, and explaining how to identify redox reactions.",../../../ch-4_redox_reactions/hindi-english/evaluation/llama-4-maverick__b4e010872283/results.md,../ch-4_redox_reactions/hindi-english/llama-4-maverick__b4e010872283/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-native\claude-sonnet-5__aa9e1966e0c4.json,ch-4_redox_reactions,claude-sonnet-5,hindi-native,Hindi,on_topic,on_topic,13,13,0,0,3,"The response provides a comprehensive introductory explanation of redox reactions, addressing definitions, electron transfer mechanisms, mnemonics, worked reactions, agent identification, oxidation states, and everyday applications.","The text directly and thoroughly teaches redox reactions using classical and modern electronic definitions, mnemonics, worked reaction examples, oxidation numbers, and daily-life examples.",../../../ch-4_redox_reactions/hindi-native/evaluation/claude-sonnet-5__aa9e1966e0c4/results.md,../ch-4_redox_reactions/hindi-native/claude-sonnet-5__aa9e1966e0c4/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-native\gemini-3.8-flash__cad353ff4ce2.json,ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,on_topic,on_topic,14,14,0,0,2,"The explanation thoroughly and accurately covers redox reactions, including definitions based on oxygen/hydrogen and electron transfer, oxidizing and reducing agents, a worked reaction example, everyday life applications, and helpful mnemonics.","The text directly and thoroughly teaches redox reactions at high school level, explaining simultaneous oxidation and reduction using classical and electronic concepts, providing a worked chemical equation, explaining redox agents, and giving real-world examples.",../../../ch-4_redox_reactions/hindi-native/evaluation/gemini-3.8-flash__cad353ff4ce2/results.md,../ch-4_redox_reactions/hindi-native/gemini-3.8-flash__cad353ff4ce2/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-native\gpt-5.6-terra__8a7baf93744f.json,ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,on_topic,on_topic,15,15,0,0,2,"The explanation thoroughly introduces oxidation-reduction reactions, covering definitions (electron transfer, oxygen/hydrogen transfer, oxidation numbers), half-reactions, oxidizing and reducing agents, everyday examples, and review points in Hindi for high school level.","The explanation directly and comprehensively teaches redox reactions, covering oxidation, reduction, oxidising and reducing agents, oxidation number changes, and everyday real-world examples.",../../../ch-4_redox_reactions/hindi-native/evaluation/gpt-5.6-terra__8a7baf93744f/results.md,../ch-4_redox_reactions/hindi-native/gpt-5.6-terra__8a7baf93744f/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-native\grok-4.3__ac9037b21d43.json,ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,on_topic,on_topic,11,11,0,0,2,"The response directly and comprehensively explains redox reactions at a high school level, covering definitions, electron transfer, oxidation states, everyday examples, and practice questions.","The explanation introduces redox reactions clearly and directly, covering definitions via electron transfer and oxidation states, worked examples, everyday applications, and practice.",../../../ch-4_redox_reactions/hindi-native/evaluation/grok-4.3__ac9037b21d43/results.md,../ch-4_redox_reactions/hindi-native/grok-4.3__ac9037b21d43/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\hindi-native\llama-4-maverick__dd933cedf847.json,ch-4_redox_reactions,llama-4-maverick,hindi-native,Hindi,on_topic,on_topic,6,4,0,0,2,"The response directly explains redox reactions in Hindi, covering the definition, oxidation and reduction processes, a worked example with oxidation states, key characteristics, types of redox reactions, and a summary.","The text directly defines and explains redox reactions, provides definitions of oxidation and reduction, illustrates the concept with a worked example, and lists key characteristics and types of redox reactions.",../../../ch-4_redox_reactions/hindi-native/evaluation/llama-4-maverick__dd933cedf847/results.md,../ch-4_redox_reactions/hindi-native/llama-4-maverick__dd933cedf847/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-english\claude-sonnet-5__24ffc2a278c9.json,ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,on_topic,on_topic,12,13,0,1,2,"The text thoroughly explains redox reactions in Tamil, covering definition, electron transfer, oxidation numbers, oxidizing and reducing agents, examples, everyday applications, and practice questions.","The explanation directly teaches redox reactions in Tamil, explaining the core concepts of oxidation and reduction via electron transfer and oxidation numbers, supported by mnemonics, examples, and everyday applications.",../../../ch-4_redox_reactions/tamil-english/evaluation/claude-sonnet-5__24ffc2a278c9/results.md,../ch-4_redox_reactions/tamil-english/claude-sonnet-5__24ffc2a278c9/results.md,1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-english\gemini-3.8-flash__8795c63b6cc8.json,ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,on_topic,on_topic,12,9,0,0,4,"The response accurately and comprehensively explains redox reactions in Tamil for a high school audience, covering the definition, electron transfer, the OIL RIG mnemonic, individual oxidation and reduction half-reactions, a full reaction example, everyday occurrences, recap, and a practice question.","The source directly explains redox reactions in Tamil, covering the definition and etymology, electron transfer definitions via the OIL RIG mnemonic, the formation of sodium chloride as a worked example, everyday occurrences (rusting, battery operation, respiration), a summary, and an unanswered practice question.",../../../ch-4_redox_reactions/tamil-english/evaluation/gemini-3.8-flash__8795c63b6cc8/results.md,../ch-4_redox_reactions/tamil-english/gemini-3.8-flash__8795c63b6cc8/results.md,-3
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-english\gpt-5.6-terra__c83234f3b4f6.json,ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,on_topic,on_topic,16,14,0,0,3,"The response provides an explanation of redox reactions in Tamil, covering basic definitions, oxidation, reduction, half-reactions, oxidizing and reducing agents, mnemonics, oxidation states, and real-world examples.","The response provides an accurate and thorough explanation of redox reactions in Tamil, covering the definitions of oxidation and reduction, electron transfer, oxidizing and reducing agents, a worked displacement reaction, oxidation states, and real-world examples.",../../../ch-4_redox_reactions/tamil-english/evaluation/gpt-5.6-terra__c83234f3b4f6/results.md,../ch-4_redox_reactions/tamil-english/gpt-5.6-terra__c83234f3b4f6/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-english\grok-4.3__f179cd7a87a8.json,ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,on_topic,on_topic,10,9,1,1,1,"The response accurately and comprehensively explains redox reactions in Tamil, covering definitions, oxidation, reduction, agents, and relevant examples.","The explanation directly addresses redox reactions by defining oxidation and reduction, providing chemical and everyday examples, and explaining oxidizing and reducing agents.",../../../ch-4_redox_reactions/tamil-english/evaluation/grok-4.3__f179cd7a87a8/results.md,../ch-4_redox_reactions/tamil-english/grok-4.3__f179cd7a87a8/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-english\llama-4-maverick__c318042eec14.json,ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,on_topic,on_topic,6,7,0,0,1,"The text explains redox reactions in Tamil, covering their classical definition, electron-transfer definition, oxidizing and reducing agents, and multiple illustrative examples.","The explanation directly defines redox reactions as simultaneous oxidation and reduction, illustrates the concept using classic chemical equations, explains the electron-transfer definition, and defines oxidizing and reducing agents.",../../../ch-4_redox_reactions/tamil-english/evaluation/llama-4-maverick__c318042eec14/results.md,../ch-4_redox_reactions/tamil-english/llama-4-maverick__c318042eec14/results.md,1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-native\claude-sonnet-5__3884e8d4c759.json,ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,on_topic,on_topic,13,13,0,0,1,"The response comprehensively explains redox reactions, covering classical definitions, electron transfer, oxidation states, worked examples, oxidizing/reducing agents, real-world everyday occurrences, and a practice question.","The explanation directly teaches redox reactions through standard chemical definitions, examples, agents, and daily-life applications.",../../../ch-4_redox_reactions/tamil-native/evaluation/claude-sonnet-5__3884e8d4c759/results.md,../ch-4_redox_reactions/tamil-native/claude-sonnet-5__3884e8d4c759/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-native\gemini-3.8-flash__d105b60261a7.json,ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,on_topic,on_topic,9,10,0,0,2,"The response directly and accurately explains redox reactions using age-appropriate concepts for a high school student, encompassing classical and electronic definitions, mnemonics, analogies, and everyday examples.","The text explains redox reactions using classical and modern electron-transfer definitions, provides a mnemonic, explains why reduction and oxidation occur together, and lists everyday examples.",../../../ch-4_redox_reactions/tamil-native/evaluation/gemini-3.8-flash__d105b60261a7/results.md,../ch-4_redox_reactions/tamil-native/gemini-3.8-flash__d105b60261a7/results.md,1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-native\gpt-5.6-terra__81de0014b956.json,ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,on_topic,on_topic,12,11,0,0,2,"The response directly explains redox reactions in Tamil, covering classic and electron-transfer definitions, oxidation numbers, oxidizing/reducing agents, and everyday applications.","The explanation directly and comprehensively teaches redox reactions, covering their definitions across multiple frameworks (oxygen/hydrogen, electrons, oxidation numbers), agents, worked examples, and real-world applications.",../../../ch-4_redox_reactions/tamil-native/evaluation/gpt-5.6-terra__81de0014b956/results.md,../ch-4_redox_reactions/tamil-native/gpt-5.6-terra__81de0014b956/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-native\grok-4.3__e9e859fc115c.json,ch-4_redox_reactions,grok-4.3,tamil-native,Tamil,on_topic,on_topic,9,8,0,0,2,"The response clearly and accurately explains redox reactions, covering classical and electronic definitions, worked chemical examples, oxidation number rules, everyday occurrences, and a mnemonic.","The response clearly and thoroughly explains redox (oxidation-reduction) reactions in Tamil, covering standard electron/oxygen/hydrogen definitions, simultaneous occurrence, worked examples, oxidation numbers, real-life applications, and a mnemonic.",../../../ch-4_redox_reactions/tamil-native/evaluation/grok-4.3__e9e859fc115c/results.md,../ch-4_redox_reactions/tamil-native/grok-4.3__e9e859fc115c/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-4_redox_reactions\tamil-native\llama-4-maverick__0de945498fd3.json,ch-4_redox_reactions,llama-4-maverick,tamil-native,Tamil,on_topic,on_topic,4,4,0,0,0,"The response directly explains redox reactions in Tamil, covering classic definitions of oxidation and reduction, illustrative chemical reactions, and their coupled nature.","The response directly explains redox reactions using classical definitions (gain/loss of oxygen and hydrogen), provides chemical reaction examples, and describes how oxidation and reduction occur simultaneously.",../../../ch-4_redox_reactions/tamil-native/evaluation/llama-4-maverick__0de945498fd3/results.md,../ch-4_redox_reactions/tamil-native/llama-4-maverick__0de945498fd3/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-english\claude-sonnet-5__b5d1714ba065.json,ch-5_covalent_radius,claude-sonnet-5,arabic-english,Arabic,on_topic,on_topic,7,6,0,0,0,"The entire response directly addresses the requested topic of covalent radius in high-school chemistry, providing its definition, formula, worked example, governing factors, periodic table trends, and rationale.","The explanation directly defines covalent radius, illustrates it with a chlorine molecule example, explains the factors influencing it and its periodic trends, and explains why it is measured.",../../../ch-5_covalent_radius/arabic-english/evaluation/claude-sonnet-5__b5d1714ba065/results.md,../ch-5_covalent_radius/arabic-english/claude-sonnet-5__b5d1714ba065/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-english\gemini-3.8-flash__6e8222a70f9d.json,ch-5_covalent_radius,gemini-3.8-flash,arabic-english,Arabic,on_topic,on_topic,6,4,0,0,2,"The response directly addresses covalent radius, explaining why atomic radius cannot be measured directly for isolated atoms, defining covalent radius both qualitatively and mathematically, demonstrating it with a diatomic chlorine example, explaining periodic trends across groups and periods, and providing an intuitive analogy.","The text explains the difficulty of measuring isolated atomic radii, defines covalent radius with its formula and an illustrative molecule, describes periodic trends down groups and across periods, and provides an analogy.",../../../ch-5_covalent_radius/arabic-english/evaluation/gemini-3.8-flash__6e8222a70f9d/results.md,../ch-5_covalent_radius/arabic-english/gemini-3.8-flash__6e8222a70f9d/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-english\gpt-5.6-terra__df78f263dafb.json,ch-5_covalent_radius,gpt-5.6-terra,arabic-english,Arabic,on_topic,on_topic,6,6,0,0,0,"The response directly explains covalent radius in Arabic, covering its definition and formula, an illustrative worked example (Cl2), the rationale behind measuring atomic size this way, periodic table trends, the effect of bond multiplicity, and a closing summary.","The text directly explains the concept of covalent radius in chemistry, its definition and formula, provides a numerical example with chlorine, explains the reason for its use, describes periodic trends, and addresses the effect of bond multiplicity.",../../../ch-5_covalent_radius/arabic-english/evaluation/gpt-5.6-terra__df78f263dafb/results.md,../ch-5_covalent_radius/arabic-english/gpt-5.6-terra__df78f263dafb/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-english\grok-4.3__7d3130f113fe.json,ch-5_covalent_radius,grok-4.3,arabic-english,Arabic,on_topic,on_topic,3,4,0,0,1,"The explanation directly addresses the requested topic of covalent radius, covering its definition, an example calculation with chlorine, and periodic trends.","The text directly and accurately explains covalent radius, gives a calculation example using Cl₂, explains its use in estimating bond lengths, and outlines periodic trends.",../../../ch-5_covalent_radius/arabic-english/evaluation/grok-4.3__7d3130f113fe/results.md,../ch-5_covalent_radius/arabic-english/grok-4.3__7d3130f113fe/results.md,1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-english\llama-4-maverick__778404ba11cb.json,ch-5_covalent_radius,llama-4-maverick,arabic-english,Arabic,on_topic,on_topic,4,4,1,1,1,"The response directly and comprehensively explains covalent radius in Arabic, including its definition, an example calculation, factors affecting it, and its applications.","The response directly and thoroughly explains covalent radius, provides a calculation example using H2, details the factors affecting it, and outlines its applications.",../../../ch-5_covalent_radius/arabic-english/evaluation/llama-4-maverick__778404ba11cb/results.md,../ch-5_covalent_radius/arabic-english/llama-4-maverick__778404ba11cb/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-native\claude-sonnet-5__100a6a04dbc9.json,ch-5_covalent_radius,claude-sonnet-5,arabic-native,Arabic,on_topic,on_topic,5,5,0,0,0,"The response directly and comprehensively explains covalent radius in Arabic, covering its definition, calculation formula, rationale, periodic table trends, an illustrative example, and distinctions from other types of atomic radii.","The text directly and thoroughly explains the covalent radius, its definition, why and how it is determined, its periodic trends, and provides a numerical example.",../../../ch-5_covalent_radius/arabic-native/evaluation/claude-sonnet-5__100a6a04dbc9/results.md,../ch-5_covalent_radius/arabic-native/claude-sonnet-5__100a6a04dbc9/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-native\gemini-3.8-flash__ce11780bdce2.json,ch-5_covalent_radius,gemini-3.8-flash,arabic-native,Arabic,on_topic,on_topic,6,5,0,0,2,"The text directly and thoroughly covers the concept of covalent radius, including the rationale behind measuring atomic radius via covalent bonding, its formal definition and formula, a worked example with chlorine, periodic trends, and a summary.","The explanation directly teaches the definition, rationale, calculation, and periodic trends of covalent radius.",../../../ch-5_covalent_radius/arabic-native/evaluation/gemini-3.8-flash__ce11780bdce2/results.md,../ch-5_covalent_radius/arabic-native/gemini-3.8-flash__ce11780bdce2/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-native\gpt-5.6-terra__7d71dd23b8f3.json,ch-5_covalent_radius,gpt-5.6-terra,arabic-native,Arabic,on_topic,on_topic,8,6,0,0,0,"The entire response is dedicated to explaining covalent radius for a secondary school student, including its qualitative definition, operational calculation, a worked example, the rationale for its use, periodic trends, variation with bond multiplicity, and a summary recap.","The explanation directly addresses covalent radius, explaining its definition, giving a calculation example for chlorine, justifying why it is used, describing periodic trends, and noting the effect of bond order.",../../../ch-5_covalent_radius/arabic-native/evaluation/gpt-5.6-terra__7d71dd23b8f3/results.md,../ch-5_covalent_radius/arabic-native/gpt-5.6-terra__7d71dd23b8f3/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-native\grok-4.3__038d74e8df44.json,ch-5_covalent_radius,grok-4.3,arabic-native,Arabic,on_topic,on_topic,5,5,0,0,0,"The response accurately and directly explains the covalent radius, its definition, calculation with an example, significance, dependence on bond order, and periodic trends for a secondary school chemistry level.","The text directly and comprehensively explains covalent radius, including its definition, an illustrative calculation with chlorine, the rationale for using it, the effect of bond order, and periodic trends.",../../../ch-5_covalent_radius/arabic-native/evaluation/grok-4.3__038d74e8df44/results.md,../ch-5_covalent_radius/arabic-native/grok-4.3__038d74e8df44/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\arabic-native\llama-4-maverick__0a6167adc3dd.json,ch-5_covalent_radius,llama-4-maverick,arabic-native,Arabic,on_topic,on_topic,1,1,0,0,1,"The response directly addresses the requested topic by defining the covalent radius, noting how multiple bonds affect it, and explaining its applications in determining bond length and atomic size.","The text directly defines covalent radius, notes the distinction for multiple bonds, and describes its utility in finding atomic size and bond length.",../../../ch-5_covalent_radius/arabic-native/evaluation/llama-4-maverick__0a6167adc3dd/results.md,../ch-5_covalent_radius/arabic-native/llama-4-maverick__0a6167adc3dd/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-5_covalent_radius\bengali-english\claude-sonnet-5__946201b94b4f.json,ch-5_covalent_radius,claude-sonnet-5,bengali-english,Bengali,on_topic,on_topic,7,6,1,1,4,"The response explains the definition, analogy, formula, examples, periodic trends, and a memory tip for covalent radius in Bengali.","The explanation thoroughly addresses the requested topic of covalent radius by providing its definition, mathematical formula, an illustrative analogy, worked examples (Cl2 and H2), periodic trends, and a memory aid.",../../../ch-5_covalent_radius/bengali-english/evaluation/claude-sonnet-5__946201b94b4f/results.md,../ch-5_covalent_radius/bengali-english/claude-sonnet-5__946201b94b4f/results.md,-1
